dist,station,value,date
Tiruppur,moolanur,5,05-11-2013
Tiruppur,Kangeyam,24,17-11-2013
Tiruppur,District Collector Office,23,17-11-2013
Tiruppur,Avinashi,16.5,17-11-2013
Tiruppur,moolanur,15,17-11-2013
Tiruppur,Dharapuram,11,17-11-2013
Tiruppur,Palladam,5.5,17-11-2013
Tiruppur,Udumalpet,2,17-11-2013
Tiruppur,moolanur,16,19-11-2013
Tiruppur,Kangeyam,10.2,19-11-2013
Tiruppur,Dharapuram,5,19-11-2013
Tiruppur,Palladam,4,19-11-2013
Tiruppur,Udumalpet,3.2,19-11-2013
Tiruppur,District Collector Office,3,19-11-2013
Tiruppur,Udumalpet,1,22-11-2013
Tiruppur,Kangeyam,12,02-12-2013
Tiruppur,District Collector Office,5.22,02-12-2013
Tiruppur,Palladam,4,02-12-2013
Tiruppur,Dharapuram,59.28,03-12-2013
Tiruppur,Avinashi,22,03-12-2013
Tiruppur,District Collector Office,16.2,03-12-2013
Tiruppur,Udumalpet,13.4,03-12-2013
Tiruppur,Palladam,8.5,03-12-2013
Tiruppur,Kangeyam,4.2,03-12-2013
Tiruppur,moolanur,30,13-12-2013
Tiruppur,Dharapuram,30,13-12-2013
Tiruppur,Kangeyam,20.2,13-12-2013
Tiruppur,Udumalpet,16,13-12-2013
Tiruppur,Palladam,16,13-12-2013
Tiruppur,District Collector Office,9,13-12-2013
Tiruppur,Avinashi,8,13-12-2013
Tiruppur,moolanur,76,07-05-2014
Tiruppur,Kangeyam,70.8,07-05-2014
Tiruppur,Dharapuram,54,07-05-2014
Tiruppur,Udumalpet,42,07-05-2014
Tiruppur,Palladam,33,07-05-2014
Tiruppur,Avinashi,25,07-05-2014
Tiruppur,District Collector Office,24,07-05-2014
Tiruppur,moolanur,36,08-05-2014
Tiruppur,Avinashi,25,08-05-2014
Tiruppur,Dharapuram,23,08-05-2014
Tiruppur,Kangeyam,17.2,08-05-2014
Tiruppur,Udumalpet,5.4,08-05-2014
Tiruppur,District Collector Office,5,08-05-2014
Tiruppur,Palladam,4,08-05-2014
Tiruppur,District Collector Office,3,09-05-2014
Tiruppur,Avinashi,2,09-05-2014
Tiruppur,Udumalpet,1,09-05-2014
Tiruppur,Palladam,1,09-05-2014
Tiruppur,District Collector Office,13,12-05-2014
Tiruppur,Avinashi,6,12-05-2014
Tiruppur,Palladam,14,21-05-2014
Tiruppur,Kangeyam,8.2,21-05-2014
Tiruppur,District Collector Office,6,21-05-2014
Tiruppur,Udumalpet,2,21-05-2014
Tiruppur,District Collector Office,33,22-05-2014
Tiruppur,Avinashi,26.5,22-05-2014
Tiruppur,Palladam,2.5,22-05-2014
Tiruppur,Udumalpet,19.4,24-05-2014
Tiruppur,Udumalpet,1.4,25-05-2014
Tiruppur,Dharapuram,160,29-05-2014
Tiruppur,Udumalpet,59,29-05-2014
Tiruppur,District Collector Office,56.2,29-05-2014
Tiruppur,Kangeyam,46.8,29-05-2014
Tiruppur,Palladam,9.2,29-05-2014
Tiruppur,Avinashi,9,29-05-2014
Tiruppur,moolanur,6,29-05-2014
Tiruppur,District Collector Office,21,01-06-2014
Tiruppur,Avinashi,2,01-06-2014
Tiruppur,Udumalpet,1,01-06-2014
Tiruppur,Udumalpet,2.8,21-06-2014
Tiruppur,District Collector Office,1,06-07-2014
Tiruppur,Udumalpet,4.8,10-07-2014
Tiruppur,Udumalpet,3.2,11-07-2014
Tiruppur,District Collector Office,5.8,13-07-2014
Tiruppur,Udumalpet,3,14-07-2014
Tiruppur,Udumalpet,2,15-07-2014
Tiruppur,Udumalpet,5,16-07-2014
Tiruppur,Udumalpet,4.4,23-07-2014
Tiruppur,Udumalpet,1.4,24-07-2014
Tiruppur,Udumalpet,1.4,25-07-2014
Tiruppur,Avinashi,14.2,02-08-2014
Tiruppur,Udumalpet,12.4,02-08-2014
Tiruppur,Dharapuram,10,02-08-2014
Tiruppur,District Collector Office,7,02-08-2014
Tiruppur,Avinashi,7.2,12-08-2014
Tiruppur,Avinashi,6.9,17-08-2014
Tiruppur,Avinashi,29.6,18-08-2014
Tiruppur,Palladam,17,18-08-2014
Tiruppur,moolanur,149,19-08-2014
Tiruppur,Udumalpet,80,19-08-2014
Tiruppur,Kangeyam,59.4,19-08-2014
Tiruppur,Avinashi,30.4,19-08-2014
Tiruppur,District Collector Office,28,19-08-2014
Tiruppur,Dharapuram,25,19-08-2014
Tiruppur,Palladam,9,19-08-2014
Tiruppur,Palladam,14,20-08-2014
Tiruppur,Udumalpet,6.6,20-08-2014
Tiruppur,moolanur,6,21-08-2014
Tiruppur,Palladam,5.5,21-08-2014
Tiruppur,Dharapuram,82,23-08-2014
Tiruppur,Udumalpet,45,23-08-2014
Tiruppur,Palladam,17,23-08-2014
Tiruppur,Avinashi,17,23-08-2014
Tiruppur,moolanur,16,23-08-2014
Tiruppur,Kangeyam,12.4,23-08-2014
Tiruppur,District Collector Office,2.1,23-08-2014
Tiruppur,Udumalpet,4.4,31-08-2014
Tiruppur,Udumalpet,2,01-09-2014
Tiruppur,Avinashi,6.2,06-09-2014
Tiruppur,Avinashi,4,07-09-2014
Tiruppur,Udumalpet,1.4,09-09-2014
Tiruppur,District Collector Office,9,15-09-2014
Tiruppur,Avinashi,10.5,16-09-2014
Tiruppur,Kangeyam,58.2,23-09-2014
Tiruppur,Avinashi,23.6,23-09-2014
Tiruppur,Dharapuram,11,23-09-2014
Tiruppur,moolanur,10,23-09-2014
Tiruppur,District Collector Office,2.8,23-09-2014
Tiruppur,Udumalpet,1.4,23-09-2014
Tiruppur,Palladam,65,24-09-2014
Tiruppur,moolanur,56,24-09-2014
Tiruppur,District Collector Office,52,24-09-2014
Tiruppur,Dharapuram,35,24-09-2014
Tiruppur,Avinashi,15,24-09-2014
Tiruppur,Udumalpet,12,24-09-2014
Tiruppur,Kangeyam,6.4,24-09-2014
Tiruppur,Kangeyam,42.6,25-09-2014
Tiruppur,Dharapuram,6,25-09-2014
Tiruppur,moolanur,3,25-09-2014
Tiruppur,Udumalpet,3,25-09-2014
Tiruppur,Palladam,2.5,25-09-2014
Tiruppur,District Collector Office,2,25-09-2014
Tiruppur,Palladam,44.5,26-09-2014
Tiruppur,Avinashi,18.4,26-09-2014
Tiruppur,moolanur,10,26-09-2014
Tiruppur,District Collector Office,6,26-09-2014
Tiruppur,Dharapuram,35,27-09-2014
Tiruppur,District Collector Office,25.2,27-09-2014
Tiruppur,moolanur,16,27-09-2014
Tiruppur,Udumalpet,6.6,27-09-2014
Tiruppur,Kangeyam,6.2,27-09-2014
Tiruppur,Avinashi,3.4,27-09-2014
Tiruppur,Udumalpet,25.2,28-09-2014
Tiruppur,Palladam,3,28-09-2014
Tiruppur,Kangeyam,2.6,28-09-2014
Tiruppur,District Collector Office,88,29-09-2014
Tiruppur,Palladam,29,29-09-2014
Tiruppur,Dharapuram,21,29-09-2014
Tiruppur,moolanur,20,29-09-2014
Tiruppur,Avinashi,17.5,29-09-2014
Tiruppur,Kangeyam,6.8,29-09-2014
Tiruppur,Udumalpet,1.6,29-09-2014
Tiruppur,Palladam,71.5,30-09-2014
Tiruppur,Kangeyam,20.2,30-09-2014
Tiruppur,District Collector Office,17,30-09-2014
Tiruppur,Avinashi,15.5,30-09-2014
Tiruppur,moolanur,6,30-09-2014
Tiruppur,Udumalpet,2.8,30-09-2014
Tiruppur,moolanur,17,01-10-2014
Tiruppur,Avinashi,7,01-10-2014
Tiruppur,Udumalpet,5.6,01-10-2014
Tiruppur,Kangeyam,4.2,01-10-2014
Tiruppur,Kangeyam,2,02-10-2014
Tiruppur,Dharapuram,13,05-10-2014
Tiruppur,Avinashi,8.8,05-10-2014
Tiruppur,Avinashi,26.4,06-10-2014
Tiruppur,moolanur,12,06-10-2014
Tiruppur,District Collector Office,9.1,06-10-2014
Tiruppur,Udumalpet,8.4,06-10-2014
Tiruppur,Dharapuram,7,06-10-2014
Tiruppur,Palladam,5,06-10-2014
Tiruppur,Avinashi,1.5,07-10-2014
Tiruppur,Avinashi,32.6,09-10-2014
Tiruppur,moolanur,21,09-10-2014
Tiruppur,Kangeyam,7.8,10-10-2014
Tiruppur,Avinashi,6.2,10-10-2014
Tiruppur,Palladam,3,10-10-2014
Tiruppur,District Collector Office,0.5,10-10-2014
Tiruppur,moolanur,1,11-10-2014
Tiruppur,Kangeyam,68.4,15-10-2014
Tiruppur,Dharapuram,6,15-10-2014
Tiruppur,District Collector Office,3.5,15-10-2014
Tiruppur,Avinashi,10,16-10-2014
Tiruppur,Udumalpet,3.4,16-10-2014
Tiruppur,District Collector Office,3,16-10-2014
Tiruppur,District Collector Office,20,17-10-2014
Tiruppur,Udumalpet,3,17-10-2014
Tiruppur,Avinashi,1.5,17-10-2014
Tiruppur,Dharapuram,58,18-10-2014
Tiruppur,moolanur,16,18-10-2014
Tiruppur,Kangeyam,15.4,18-10-2014
Tiruppur,Palladam,7,18-10-2014
Tiruppur,District Collector Office,4,18-10-2014
Tiruppur,Avinashi,2.4,18-10-2014
Tiruppur,Udumalpet,2,18-10-2014
Tiruppur,Palladam,35,19-10-2014
Tiruppur,Kangeyam,26.4,19-10-2014
Tiruppur,Avinashi,22,19-10-2014
Tiruppur,District Collector Office,14.1,19-10-2014
Tiruppur,Udumalpet,11.4,19-10-2014
Tiruppur,moolanur,2,19-10-2014
Tiruppur,Dharapuram,2,19-10-2014
Tiruppur,Palladam,63,20-10-2014
Tiruppur,moolanur,50,20-10-2014
Tiruppur,Avinashi,31.2,20-10-2014
Tiruppur,Kangeyam,24.4,20-10-2014
Tiruppur,District Collector Office,23,20-10-2014
Tiruppur,Dharapuram,21,20-10-2014
Tiruppur,Udumalpet,7.8,20-10-2014
Tiruppur,Udumalpet,56.4,21-10-2014
Tiruppur,moolanur,15,21-10-2014
Tiruppur,Kangeyam,12.4,21-10-2014
Tiruppur,Dharapuram,12,21-10-2014
Tiruppur,District Collector Office,4,21-10-2014
Tiruppur,Avinashi,2.8,21-10-2014
Tiruppur,Palladam,1.5,21-10-2014
Tiruppur,Udumalpet,42,22-10-2014
Tiruppur,Dharapuram,21,22-10-2014
Tiruppur,Avinashi,17.6,22-10-2014
Tiruppur,District Collector Office,5.5,22-10-2014
Tiruppur,moolanur,3,22-10-2014
Tiruppur,Kangeyam,2.3,22-10-2014
Tiruppur,moolanur,15,23-10-2014
Tiruppur,District Collector Office,12.5,23-10-2014
Tiruppur,Dharapuram,8,23-10-2014
Tiruppur,Kangeyam,5,23-10-2014
Tiruppur,Udumalpet,1.6,23-10-2014
Tiruppur,Avinashi,85.4,24-10-2014
Tiruppur,District Collector Office,18.1,24-10-2014
Tiruppur,Palladam,11,24-10-2014
Tiruppur,Dharapuram,6,24-10-2014
Tiruppur,moolanur,5,24-10-2014
Tiruppur,Kangeyam,4,24-10-2014
Tiruppur,Udumalpet,2.2,24-10-2014
Tiruppur,Avinashi,54.4,25-10-2014
Tiruppur,District Collector Office,34.7,25-10-2014
Tiruppur,Dharapuram,13,25-10-2014
Tiruppur,Kangeyam,5,25-10-2014
Tiruppur,moolanur,4,25-10-2014
Tiruppur,Avinashi,62,26-10-2014
Tiruppur,Palladam,58,26-10-2014
Tiruppur,Dharapuram,23,26-10-2014
Tiruppur,Udumalpet,22.2,26-10-2014
Tiruppur,District Collector Office,15,26-10-2014
Tiruppur,moolanur,2,26-10-2014
Tiruppur,Kangeyam,1,26-10-2014
Tiruppur,Palladam,70.5,27-10-2014
Tiruppur,Avinashi,70.2,27-10-2014
Tiruppur,District Collector Office,47.2,27-10-2014
Tiruppur,Udumalpet,39.4,27-10-2014
Tiruppur,Dharapuram,10,27-10-2014
Tiruppur,Kangeyam,80,28-10-2014
Tiruppur,moolanur,60,28-10-2014
Tiruppur,Avinashi,33,28-10-2014
Tiruppur,Dharapuram,23,28-10-2014
Tiruppur,Palladam,17.5,28-10-2014
Tiruppur,District Collector Office,15.2,28-10-2014
Tiruppur,Udumalpet,11,28-10-2014
Tiruppur,Kangeyam,25,29-10-2014
Tiruppur,moolanur,16,29-10-2014
Tiruppur,Avinashi,12.4,29-10-2014
Tiruppur,Palladam,11.5,29-10-2014
Tiruppur,Udumalpet,10.2,29-10-2014
Tiruppur,District Collector Office,9,29-10-2014
Tiruppur,Dharapuram,6,29-10-2014
Tiruppur,District Collector Office,7.6,30-10-2014
Tiruppur,Kangeyam,5,30-10-2014
Tiruppur,Udumalpet,3,30-10-2014
Tiruppur,Avinashi,1.5,30-10-2014
Tiruppur,Udumalpet,56,11-11-2014
Tiruppur,District Collector Office,14,12-11-2014
Tiruppur,Palladam,13,12-11-2014
Tiruppur,Avinashi,11,12-11-2014
Tiruppur,moolanur,15,13-11-2014
Tiruppur,Palladam,11,13-11-2014
Tiruppur,Dharapuram,5,13-11-2014
Tiruppur,District Collector Office,5,13-11-2014
Tiruppur,Kangeyam,4.2,13-11-2014
Tiruppur,Udumalpet,2.2,13-11-2014
Tiruppur,Avinashi,1.5,13-11-2014
Tiruppur,moolanur,12,14-11-2014
Tiruppur,Dharapuram,6,14-11-2014
Tiruppur,Kangeyam,5,14-11-2014
Tiruppur,Avinashi,3.2,14-11-2014
Tiruppur,Palladam,2.5,14-11-2014
Tiruppur,District Collector Office,1,14-11-2014
Tiruppur,Udumalpet,6.8,15-11-2014
Tiruppur,moolanur,3,15-11-2014
Tiruppur,Dharapuram,2,15-11-2014
Tiruppur,District Collector Office,12,17-11-2014
Tiruppur,Palladam,3.5,17-11-2014
Tiruppur,moolanur,1,19-11-2014
Tiruppur,Udumalpet,1,19-11-2014
Tiruppur,Udumalpet,1,23-11-2014
Tiruppur,Dharapuram,1,02-12-2014
Tiruppur,Udumalpet,1.4,10-12-2014
Tiruppur,Avinashi,73,11-12-2014
Tiruppur,District Collector Office,30,11-12-2014
Tiruppur,Dharapuram,16,11-12-2014
Tiruppur,moolanur,6,11-12-2014
Tiruppur,Udumalpet,1.2,11-12-2014
Tiruppur,Udumalpet,4,13-12-2014
Tiruppur,District Collector Office,1.8,13-12-2014
Tiruppur,Avinashi,1,13-12-2014
Tiruppur,Palladam,22.5,15-12-2014
Tiruppur,moolanur,4,19-12-2014
Tiruppur,Dharapuram,3,19-12-2014
Tiruppur,Udumalpet,3,19-12-2014
Tiruppur,Avinashi,10,30-12-2014
Tiruppur,District Collector Office,8.5,30-12-2014
Tiruppur,Udumalpet,8.4,30-12-2014
Tiruppur,Palladam,8,30-12-2014
Tiruppur,Dharapuram,7,30-12-2014
Tiruppur,moolanur,6,30-12-2014
Tiruppur,Udumalpet,8.4,31-12-2014
Tiruppur,moolanur,20,01-01-2015
Tiruppur,Kangeyam,14.2,01-01-2015
Tiruppur,Dharapuram,7,01-01-2015
Tiruppur,Dharapuram,14,02-01-2015
Tiruppur,Avinashi,31,01-03-2015
Tiruppur,District Collector Office,11.8,01-03-2015
Tiruppur,District Collector Office,33,02-03-2015
Tiruppur,Udumalpet,4.6,04-03-2015
Tiruppur,Kangeyam,48.2,05-03-2015
Tiruppur,moolanur,18.4,05-03-2015
Tiruppur,Avinashi,15.8,05-03-2015
Tiruppur,District Collector Office,1.2,05-03-2015
Tiruppur,Avinashi,3.5,07-03-2015
Tiruppur,District Collector Office,3,07-03-2015
Tiruppur,Udumalpet,2.2,16-03-2015
Tiruppur,District Collector Office,30,04-04-2015
Tiruppur,Palladam,1,04-04-2015
Tiruppur,Udumalpet,1,04-04-2015
Tiruppur,moolanur,24.6,10-04-2015
Tiruppur,Udumalpet,14,10-04-2015
Tiruppur,Dharapuram,1,10-04-2015
Tiruppur,Palladam,54.3,13-04-2015
Tiruppur,Dharapuram,6,13-04-2015
Tiruppur,District Collector Office,5,13-04-2015
Tiruppur,Udumalpet,64,14-04-2015
Tiruppur,Avinashi,34,14-04-2015
Tiruppur,District Collector Office,9,14-04-2015
Tiruppur,Palladam,8.2,14-04-2015
Tiruppur,Kangeyam,8.2,14-04-2015
Tiruppur,Dharapuram,8,14-04-2015
Tiruppur,Dharapuram,90,15-04-2015
Tiruppur,moolanur,12,15-04-2015
Tiruppur,Dharapuram,110,16-04-2015
Tiruppur,moolanur,108,16-04-2015
Tiruppur,District Collector Office,58,16-04-2015
Tiruppur,Palladam,40.8,16-04-2015
Tiruppur,Avinashi,39.4,16-04-2015
Tiruppur,Kangeyam,30.8,16-04-2015
Tiruppur,Udumalpet,25,16-04-2015
Tiruppur,Udumalpet,3,17-04-2015
Tiruppur,Palladam,15,18-04-2015
Tiruppur,Dharapuram,7,18-04-2015
Tiruppur,Avinashi,4,18-04-2015
Tiruppur,District Collector Office,3,18-04-2015
Tiruppur,Dharapuram,4,22-04-2015
Tiruppur,Udumalpet,1,22-04-2015
Tiruppur,Avinashi,23.4,24-04-2015
Tiruppur,Dharapuram,9,24-04-2015
Tiruppur,moolanur,7,24-04-2015
Tiruppur,Palladam,4,24-04-2015
Tiruppur,District Collector Office,4,24-04-2015
Tiruppur,Udumalpet,1,24-04-2015
Tiruppur,Udumalpet,78,25-04-2015
Tiruppur,Kangeyam,42,25-04-2015
Tiruppur,Dharapuram,35,25-04-2015
Tiruppur,Avinashi,21.5,25-04-2015
Tiruppur,District Collector Office,9,25-04-2015
Tiruppur,Palladam,2,25-04-2015
Tiruppur,Udumalpet,4.6,27-04-2015
Tiruppur,Dharapuram,3,27-04-2015
Tiruppur,Avinashi,8.8,30-04-2015
Tiruppur,District Collector Office,4,30-04-2015
Tiruppur,Udumalpet,14.4,05-05-2015
Tiruppur,Udumalpet,19.2,07-05-2015
Tiruppur,Dharapuram,18,07-05-2015
Tiruppur,Palladam,6.3,07-05-2015
Tiruppur,Dharapuram,30,08-05-2015
Tiruppur,Palladam,17,08-05-2015
Tiruppur,moolanur,6,08-05-2015
Tiruppur,Udumalpet,4.6,08-05-2015
Tiruppur,District Collector Office,1.2,08-05-2015
Tiruppur,District Collector Office,12.3,10-05-2015
Tiruppur,Palladam,12,10-05-2015
Tiruppur,District Collector Office,33.6,11-05-2015
Tiruppur,Palladam,20,11-05-2015
Tiruppur,Kangeyam,14.2,11-05-2015
Tiruppur,moolanur,3.5,11-05-2015
Tiruppur,Udumalpet,3.4,11-05-2015
Tiruppur,Dharapuram,3,11-05-2015
Tiruppur,Udumalpet,12,12-05-2015
Tiruppur,moolanur,25,13-05-2015
Tiruppur,Dharapuram,15,13-05-2015
Tiruppur,Udumalpet,13.4,13-05-2015
Tiruppur,District Collector Office,9,13-05-2015
Tiruppur,Kangeyam,6.2,13-05-2015
Tiruppur,Palladam,4,13-05-2015
Tiruppur,Palladam,42,14-05-2015
Tiruppur,District Collector Office,18.2,14-05-2015
Tiruppur,Udumalpet,16,14-05-2015
Tiruppur,Avinashi,12,14-05-2015
Tiruppur,moolanur,9.5,14-05-2015
Tiruppur,Kangeyam,8,14-05-2015
Tiruppur,Dharapuram,7,14-05-2015
Tiruppur,Palladam,30,15-05-2015
Tiruppur,Udumalpet,23,15-05-2015
Tiruppur,Avinashi,10,15-05-2015
Tiruppur,Dharapuram,5,15-05-2015
Tiruppur,District Collector Office,4,15-05-2015
Tiruppur,moolanur,168,16-05-2015
Tiruppur,Palladam,93,16-05-2015
Tiruppur,Udumalpet,64,16-05-2015
Tiruppur,Kangeyam,56,16-05-2015
Tiruppur,Dharapuram,46,16-05-2015
Tiruppur,Avinashi,16,16-05-2015
Tiruppur,District Collector Office,8,16-05-2015
Tiruppur,District Collector Office,32.8,17-05-2015
Tiruppur,Udumalpet,22,17-05-2015
Tiruppur,moolanur,14,17-05-2015
Tiruppur,Palladam,13,17-05-2015
Tiruppur,Dharapuram,10,17-05-2015
Tiruppur,Kangeyam,6,17-05-2015
Tiruppur,Avinashi,4,17-05-2015
Tiruppur,moolanur,64,18-05-2015
Tiruppur,Dharapuram,19,18-05-2015
Tiruppur,Avinashi,16.8,18-05-2015
Tiruppur,Kangeyam,8.2,18-05-2015
Tiruppur,District Collector Office,65,28-05-2015
Tiruppur,Avinashi,15,28-05-2015
Tiruppur,Kangeyam,14.2,28-05-2015
Tiruppur,Palladam,9,28-05-2015
Tiruppur,Avinashi,56,30-05-2015
Tiruppur,District Collector Office,3.2,30-05-2015
Tiruppur,Avinashi,71,01-06-2015
Tiruppur,District Collector Office,1,01-06-2015
Tiruppur,District Collector Office,3.2,02-06-2015
Tiruppur,Avinashi,10.4,04-06-2015
Tiruppur,moolanur,8,04-06-2015
Tiruppur,Kangeyam,38,05-06-2015
Tiruppur,moolanur,22,05-06-2015
Tiruppur,Dharapuram,9,05-06-2015
Tiruppur,District Collector Office,1.2,05-06-2015
Tiruppur,moolanur,17,06-06-2015
Tiruppur,Dharapuram,4,06-06-2015
Tiruppur,District Collector Office,2,17-06-2015
Tiruppur,Udumalpet,5.4,18-06-2015
Tiruppur,Dharapuram,1.5,19-06-2015
Tiruppur,Udumalpet,1.6,20-06-2015
Tiruppur,moolanur,5,21-06-2015
Tiruppur,Dharapuram,1,21-06-2015
Tiruppur,Udumalpet,11,22-06-2015
Tiruppur,Palladam,2,22-06-2015
Tiruppur,moolanur,2,22-06-2015
Tiruppur,District Collector Office,0.5,22-06-2015
Tiruppur,Palladam,3,23-06-2015
Tiruppur,Dharapuram,5,24-06-2015
Tiruppur,Kangeyam,5,24-06-2015
Tiruppur,Udumalpet,1,24-06-2015
Tiruppur,Dharapuram,2,25-06-2015
Tiruppur,Udumalpet,6.6,27-06-2015
Tiruppur,District Collector Office,4,04-07-2015
Tiruppur,District Collector Office,9,18-07-2015
Tiruppur,Udumalpet,1.5,18-07-2015
Tiruppur,Avinashi,8,29-07-2015
Tiruppur,Avinashi,3.5,06-08-2015
Tiruppur,Udumalpet,3,12-08-2015
Tiruppur,Kangeyam,38,17-08-2015
Tiruppur,District Collector Office,32,17-08-2015
Tiruppur,Avinashi,15,17-08-2015
Tiruppur,Palladam,14,17-08-2015
Tiruppur,moolanur,10,17-08-2015
Tiruppur,Udumalpet,6,17-08-2015
Tiruppur,Dharapuram,1.5,17-08-2015
Tiruppur,Udumalpet,17,18-08-2015
Tiruppur,Palladam,10,18-08-2015
Tiruppur,moolanur,4,19-08-2015
Tiruppur,Dharapuram,15.5,21-08-2015
Tiruppur,moolanur,6,21-08-2015
Tiruppur,Avinashi,9.4,22-08-2015
Tiruppur,District Collector Office,4,22-08-2015
Tiruppur,Palladam,2,22-08-2015
Tiruppur,Avinashi,6,23-08-2015
Tiruppur,Kangeyam,6,23-08-2015
Tiruppur,Dharapuram,10,02-09-2015
Tiruppur,Dharapuram,45,04-09-2015
Tiruppur,Palladam,22,04-09-2015
Tiruppur,moolanur,9,04-09-2015
Tiruppur,moolanur,20,05-09-2015
Tiruppur,District Collector Office,3.2,05-09-2015
Tiruppur,Palladam,2,05-09-2015
Tiruppur,District Collector Office,8.2,06-09-2015
Tiruppur,Avinashi,8,06-09-2015
Tiruppur,Dharapuram,4,06-09-2015
Tiruppur,moolanur,75,07-09-2015
Tiruppur,Kangeyam,12,07-09-2015
Tiruppur,Dharapuram,11,07-09-2015
Tiruppur,District Collector Office,4.1,24-09-2015
Tiruppur,Avinashi,28.4,25-09-2015
Tiruppur,Udumalpet,15,25-09-2015
Tiruppur,Kangeyam,8,25-09-2015
Tiruppur,moolanur,5,25-09-2015
Tiruppur,District Collector Office,4.4,25-09-2015
Tiruppur,Palladam,3,25-09-2015
Tiruppur,District Collector Office,2,26-09-2015
Tiruppur,Palladam,38,28-09-2015
Tiruppur,District Collector Office,33,28-09-2015
Tiruppur,Dharapuram,22,28-09-2015
Tiruppur,Avinashi,21,28-09-2015
Tiruppur,moolanur,10,28-09-2015
Tiruppur,Kangeyam,10,28-09-2015
Tiruppur,Avinashi,2,29-09-2015
Tiruppur,Dharapuram,57,30-09-2015
Tiruppur,Palladam,56,30-09-2015
Tiruppur,Udumalpet,50.4,30-09-2015
Tiruppur,District Collector Office,22,30-09-2015
Tiruppur,Avinashi,13,30-09-2015
Tiruppur,moolanur,6,30-09-2015
Tiruppur,Kangeyam,6,30-09-2015
Tiruppur,moolanur,2,01-10-2015
Tiruppur,Udumalpet,1.2,01-10-2015
Tiruppur,Dharapuram,1,01-10-2015
Tiruppur,Palladam,17,02-10-2015
Tiruppur,District Collector Office,15.4,02-10-2015
Tiruppur,Avinashi,11.4,02-10-2015
Tiruppur,Udumalpet,9,02-10-2015
Tiruppur,Kangeyam,4,02-10-2015
Tiruppur,Avinashi,7,05-10-2015
Tiruppur,Avinashi,6,06-10-2015
Tiruppur,Palladam,5,06-10-2015
Tiruppur,moolanur,5,06-10-2015
Tiruppur,District Collector Office,2,06-10-2015
Tiruppur,Kangeyam,2,06-10-2015
Tiruppur,Dharapuram,1.5,06-10-2015
Tiruppur,Udumalpet,1,06-10-2015
Tiruppur,Avinashi,4,07-10-2015
Tiruppur,District Collector Office,87,12-10-2015
Tiruppur,Kangeyam,36,12-10-2015
Tiruppur,Dharapuram,35.5,12-10-2015
Tiruppur,Avinashi,35,12-10-2015
Tiruppur,Palladam,35,12-10-2015
Tiruppur,moolanur,32,12-10-2015
Tiruppur,Udumalpet,16,12-10-2015
Tiruppur,Udumalpet,1,13-10-2015
Tiruppur,moolanur,3,18-10-2015
Tiruppur,Kangeyam,42,20-10-2015
Tiruppur,Avinashi,17.2,20-10-2015
Tiruppur,Kangeyam,4.2,21-10-2015
Tiruppur,Udumalpet,2.6,27-10-2015
Tiruppur,District Collector Office,1.5,28-10-2015
Tiruppur,Udumalpet,2,29-10-2015
Tiruppur,Kangeyam,4.8,30-10-2015
Tiruppur,Kangeyam,58.4,01-11-2015
Tiruppur,Dharapuram,36,01-11-2015
Tiruppur,District Collector Office,23,01-11-2015
Tiruppur,Palladam,22,01-11-2015
Tiruppur,Avinashi,14,01-11-2015
Tiruppur,Udumalpet,6,01-11-2015
Tiruppur,Kangeyam,6,02-11-2015
Tiruppur,Udumalpet,2.2,02-11-2015
Tiruppur,Dharapuram,2,02-11-2015
Tiruppur,moolanur,1,02-11-2015
Tiruppur,Palladam,8,03-11-2015
Tiruppur,moolanur,6,03-11-2015
Tiruppur,District Collector Office,4,03-11-2015
Tiruppur,Udumalpet,3.4,03-11-2015
Tiruppur,Dharapuram,3,03-11-2015
Tiruppur,moolanur,41,04-11-2015
Tiruppur,Avinashi,27,04-11-2015
Tiruppur,Udumalpet,24.6,04-11-2015
Tiruppur,Dharapuram,15,04-11-2015
Tiruppur,Kangeyam,8.2,04-11-2015
Tiruppur,District Collector Office,3.1,04-11-2015
Tiruppur,Kangeyam,72,05-11-2015
Tiruppur,Dharapuram,69,05-11-2015
Tiruppur,Palladam,51,05-11-2015
Tiruppur,Avinashi,45,05-11-2015
Tiruppur,District Collector Office,42.8,05-11-2015
Tiruppur,Udumalpet,41,05-11-2015
Tiruppur,moolanur,40,05-11-2015
Tiruppur,District Collector Office,35.2,06-11-2015
Tiruppur,Kangeyam,19.2,06-11-2015
Tiruppur,Palladam,16,06-11-2015
Tiruppur,moolanur,14,06-11-2015
Tiruppur,Avinashi,10.2,06-11-2015
Tiruppur,Udumalpet,5.6,06-11-2015
Tiruppur,Dharapuram,2,06-11-2015
Tiruppur,District Collector Office,9,07-11-2015
Tiruppur,Palladam,12,08-11-2015
Tiruppur,District Collector Office,3.2,08-11-2015
Tiruppur,Udumalpet,2,08-11-2015
Tiruppur,Avinashi,12,10-11-2015
Tiruppur,District Collector Office,11,10-11-2015
Tiruppur,Palladam,8,10-11-2015
Tiruppur,Dharapuram,5,10-11-2015
Tiruppur,Kangeyam,4.5,10-11-2015
Tiruppur,moolanur,4,10-11-2015
Tiruppur,Udumalpet,3.2,10-11-2015
Tiruppur,Avinashi,11.6,11-11-2015
Tiruppur,District Collector Office,9.5,11-11-2015
Tiruppur,Palladam,9,11-11-2015
Tiruppur,Dharapuram,2.5,11-11-2015
