dist,station,value,date
Tiruppur,Udumalpet,3,05-07-2022
Tiruppur,Amaravathy Dam,1,05-07-2022
Tiruppur,Thirumoorthi Dam,1,05-07-2022
Tiruppur,Udumalpet,3.4,06-07-2022
Tiruppur,Amaravathy Dam,1,06-07-2022
Tiruppur,Thirumoorthi Dam,12,07-07-2022
Tiruppur,Thirumoorthy IB,10,07-07-2022
Tiruppur,"PWD IB,(Collector Camp Office)",24.4,08-07-2022
Tiruppur,Tiruppur North Taluk Office,14,08-07-2022
Tiruppur,Tiruppur South Taluk Office,13,08-07-2022
Tiruppur,Avinashi,9,08-07-2022
Tiruppur,Kangeyam,7.8,08-07-2022
Tiruppur,Thirumoorthi Dam,7,08-07-2022
Tiruppur,Thirumoorthy IB,5,08-07-2022
Tiruppur,Udumalpet,4.2,08-07-2022
Tiruppur,Uthukuli,2,08-07-2022
Tiruppur,Vellakoil,2,08-07-2022
Tiruppur,District Collector Office,2,08-07-2022
Tiruppur,Amaravathy Dam,1,08-07-2022
Tiruppur,Thirumoorthi Dam,5,09-07-2022
Tiruppur,Thirumoorthy IB,3,09-07-2022
Tiruppur,Udumalpet,2.3,09-07-2022
Tiruppur,Thirumoorthi Dam,3,10-07-2022
Tiruppur,Thirumoorthy IB,1,10-07-2022
Tiruppur,Thirumoorthi Dam,8,11-07-2022
Tiruppur,Thirumoorthy IB,6,11-07-2022
Tiruppur,Palladam,4,11-07-2022
Tiruppur,Udumalpet,2.2,11-07-2022
Tiruppur,Amaravathy Dam,2,11-07-2022
Tiruppur,"PWD IB,(Collector Camp Office)",1.5,11-07-2022
Tiruppur,Thirumoorthi Dam,12,14-07-2022
Tiruppur,Thirumoorthy IB,10,14-07-2022
Tiruppur,Amaravathy Dam,8,14-07-2022
Tiruppur,Udumalpet,7,14-07-2022
Tiruppur,Thirumoorthi Dam,9,15-07-2022
Tiruppur,Thirumoorthy IB,7,15-07-2022
Tiruppur,Amaravathy Dam,4,15-07-2022
Tiruppur,Udumalpet,2.3,15-07-2022
Tiruppur,Udumalpet,1.1,16-07-2022
Tiruppur,Thirumoorthi Dam,2,17-07-2022
Tiruppur,Amaravathy Dam,1,17-07-2022
Tiruppur,Avinashi,46,18-07-2022
Tiruppur,"PWD IB,(Collector Camp Office)",27.6,18-07-2022
Tiruppur,Tiruppur South Taluk Office,27,18-07-2022
Tiruppur,Tiruppur North Taluk Office,19,18-07-2022
Tiruppur,Uthukuli,9,18-07-2022
Tiruppur,District Collector Office,7,18-07-2022
Tiruppur,Thirumoorthi Dam,4,18-07-2022
Tiruppur,Avinashi,25,19-07-2022
Tiruppur,Tiruppur North Taluk Office,22,19-07-2022
Tiruppur,Uthukuli,7,19-07-2022
Tiruppur,"PWD IB,(Collector Camp Office)",2.9,19-07-2022
Tiruppur,Kangeyam,1.4,19-07-2022
Tiruppur,Avinashi,12,20-07-2022
Tiruppur,Vellakoil,12.2,22-07-2022
Tiruppur,"PWD IB,(Collector Camp Office)",8.2,22-07-2022
Tiruppur,Kangeyam,8,22-07-2022
Tiruppur,Palladam,6,22-07-2022
Tiruppur,Tiruppur North Taluk Office,5,22-07-2022
Tiruppur,Uthukuli,4,22-07-2022
Tiruppur,Dharapuram,3,22-07-2022
Tiruppur,District Collector Office,3,22-07-2022
Tiruppur,moolanur,2,22-07-2022
Tiruppur,Avinashi,2,22-07-2022
Tiruppur,Uthukuli,7,26-07-2022
Tiruppur,Madathukulam,7,26-07-2022
Tiruppur,Palladam,2,26-07-2022
Tiruppur,Vellakoil,32,27-07-2022
Tiruppur,Kundadam,22,27-07-2022
Tiruppur,Palladam,18,27-07-2022
Tiruppur,Uthukuli,5,27-07-2022
Tiruppur,Tiruppur South Taluk Office,3,27-07-2022
Tiruppur,Tiruppur North Taluk Office,3,27-07-2022
Tiruppur,Kangeyam,3,27-07-2022
Tiruppur,Dharapuram,2,27-07-2022
Tiruppur,moolanur,2,27-07-2022
Tiruppur,District Collector Office,2,27-07-2022
Tiruppur,"PWD IB,(Collector Camp Office)",2,27-07-2022
Tiruppur,Amaravathy Dam,1,27-07-2022
Tiruppur,Thirumoorthi Dam,48,28-07-2022
Tiruppur,Thirumoorthy IB,46,28-07-2022
Tiruppur,Amaravathy Dam,38,28-07-2022
Tiruppur,Madathukulam,29,28-07-2022
Tiruppur,Udumalpet,14.3,28-07-2022
Tiruppur,Uthukuli,14,28-07-2022
Tiruppur,Tiruppur South Taluk Office,12,28-07-2022
Tiruppur,Dharapuram,9,28-07-2022
Tiruppur,Tiruppur North Taluk Office,4,28-07-2022
Tiruppur,"PWD IB,(Collector Camp Office)",4,28-07-2022
Tiruppur,Palladam,3,28-07-2022
Tiruppur,District Collector Office,3,28-07-2022
Tiruppur,Vellakoil,2.3,28-07-2022
Tiruppur,moolanur,2,28-07-2022
Tiruppur,Amaravathy Dam,43,29-07-2022
Tiruppur,Dharapuram,20,29-07-2022
Tiruppur,Thirumoorthi Dam,15,29-07-2022
Tiruppur,Thirumoorthy IB,13,29-07-2022
Tiruppur,Palladam,6,29-07-2022
Tiruppur,Avinashi,3,29-07-2022
Tiruppur,Kangeyam,3,29-07-2022
Tiruppur,moolanur,2,29-07-2022
Tiruppur,Tiruppur North Taluk Office,2,29-07-2022
Tiruppur,"PWD IB,(Collector Camp Office)",2,29-07-2022
Tiruppur,Tiruppur South Taluk Office,1,29-07-2022
Tiruppur,District Collector Office,1,29-07-2022
Tiruppur,Madathukulam,12,30-07-2022
Tiruppur,Udumalpet,3.4,30-07-2022
Tiruppur,Kundadam,2,30-07-2022
Tiruppur,Tiruppur South Taluk Office,1,30-07-2022
Tiruppur,Kundadam,27,31-07-2022
Tiruppur,Udumalpet,22.3,31-07-2022
Tiruppur,Amaravathy Dam,5,31-07-2022
Tiruppur,moolanur,4,31-07-2022
Tiruppur,Thirumoorthi Dam,4,31-07-2022
Tiruppur,Thirumoorthy IB,3,31-07-2022
Tiruppur,moolanur,32,01-08-2022
Tiruppur,Kangeyam,27,01-08-2022
Tiruppur,Tiruppur South Taluk Office,23,01-08-2022
Tiruppur,Avinashi,23,01-08-2022
Tiruppur,Uthukuli,22,01-08-2022
Tiruppur,Dharapuram,18,01-08-2022
Tiruppur,District Collector Office,18,01-08-2022
Tiruppur,"PWD IB,(Collector Camp Office)",18,01-08-2022
Tiruppur,Tiruppur North Taluk Office,16,01-08-2022
Tiruppur,Palladam,11,01-08-2022
Tiruppur,Kundadam,4,01-08-2022
Tiruppur,Vellakoil,3.2,01-08-2022
Tiruppur,Amaravathy Dam,3,01-08-2022
Tiruppur,Vellakoil,24,02-08-2022
Tiruppur,"PWD IB,(Collector Camp Office)",20.3,02-08-2022
Tiruppur,Kangeyam,11,02-08-2022
Tiruppur,Palladam,3,02-08-2022
Tiruppur,Tiruppur North Taluk Office,2,02-08-2022
Tiruppur,Uthukuli,2,02-08-2022
Tiruppur,moolanur,1,02-08-2022
Tiruppur,Tiruppur South Taluk Office,1,02-08-2022
Tiruppur,Avinashi,1,02-08-2022
Tiruppur,Thirumoorthi Dam,1,02-08-2022
Tiruppur,District Collector Office,1,02-08-2022
Tiruppur,Thirumoorthi Dam,40,04-08-2022
Tiruppur,Thirumoorthy IB,38,04-08-2022
Tiruppur,Amaravathy Dam,20,04-08-2022
Tiruppur,Madathukulam,14,04-08-2022
Tiruppur,Udumalpet,11.3,04-08-2022
Tiruppur,Avinashi,2,04-08-2022
Tiruppur,moolanur,1,04-08-2022
Tiruppur,Thirumoorthi Dam,37,05-08-2022
Tiruppur,Thirumoorthy IB,35,05-08-2022
Tiruppur,Amaravathy Dam,19,05-08-2022
Tiruppur,Madathukulam,16,05-08-2022
Tiruppur,Udumalpet,13.1,05-08-2022
Tiruppur,Avinashi,5.4,05-08-2022
Tiruppur,Palladam,5,05-08-2022
Tiruppur,"PWD IB,(Collector Camp Office)",4.4,05-08-2022
Tiruppur,Tiruppur North Taluk Office,4,05-08-2022
Tiruppur,Dharapuram,3,05-08-2022
Tiruppur,moolanur,1,05-08-2022
Tiruppur,District Collector Office,1,05-08-2022
Tiruppur,Thirumoorthi Dam,2,06-08-2022
Tiruppur,Thirumoorthy IB,1,06-08-2022
Tiruppur,Thirumoorthi Dam,2,08-08-2022
Tiruppur,Udumalpet,1.1,08-08-2022
Tiruppur,Amaravathy Dam,1,08-08-2022
Tiruppur,Thirumoorthy IB,1,08-08-2022
Tiruppur,Thirumoorthi Dam,9,09-08-2022
Tiruppur,Thirumoorthy IB,8,09-08-2022
Tiruppur,Amaravathy Dam,5,09-08-2022
Tiruppur,Palladam,3,10-08-2022
Tiruppur,Amaravathy Dam,1,10-08-2022
Tiruppur,Tiruppur South Taluk Office,18,17-08-2022
Tiruppur,Avinashi,28.4,19-08-2022
Tiruppur,Kangeyam,2.8,19-08-2022
Tiruppur,Tiruppur North Taluk Office,10,20-08-2022
Tiruppur,District Collector Office,4,20-08-2022
Tiruppur,Tiruppur South Taluk Office,3,20-08-2022
Tiruppur,Avinashi,7.4,24-08-2022
Tiruppur,Tiruppur South Taluk Office,7,26-08-2022
Tiruppur,Palladam,6,26-08-2022
Tiruppur,Uthukuli,2,26-08-2022
Tiruppur,Avinashi,2,26-08-2022
Tiruppur,"PWD IB,(Collector Camp Office)",2,26-08-2022
Tiruppur,Tiruppur North Taluk Office,1,26-08-2022
Tiruppur,Amaravathy Dam,1,26-08-2022
Tiruppur,Thirumoorthi Dam,1,26-08-2022
Tiruppur,District Collector Office,1,26-08-2022
Tiruppur,Amaravathy Dam,2,28-08-2022
Tiruppur,"PWD IB,(Collector Camp Office)",45,29-08-2022
Tiruppur,District Collector Office,19,29-08-2022
Tiruppur,Amaravathy Dam,16,29-08-2022
Tiruppur,Kundadam,15,29-08-2022
Tiruppur,Tiruppur North Taluk Office,14,29-08-2022
Tiruppur,Uthukuli,11,29-08-2022
Tiruppur,Dharapuram,9,29-08-2022
Tiruppur,Palladam,9,29-08-2022
Tiruppur,Madathukulam,6,29-08-2022
Tiruppur,Avinashi,4.6,29-08-2022
Tiruppur,Kangeyam,3,29-08-2022
Tiruppur,Tiruppur South Taluk Office,2,29-08-2022
Tiruppur,Vellakoil,2,29-08-2022
Tiruppur,Udumalpet,43.3,30-08-2022
Tiruppur,Dharapuram,21,30-08-2022
Tiruppur,Avinashi,15,30-08-2022
Tiruppur,Madathukulam,15,30-08-2022
Tiruppur,Thirumoorthi Dam,8,30-08-2022
Tiruppur,Thirumoorthy IB,7,30-08-2022
Tiruppur,Amaravathy Dam,3,30-08-2022
Tiruppur,Uthukuli,1,30-08-2022
Tiruppur,Amaravathy Dam,103,31-08-2022
Tiruppur,Thirumoorthi Dam,67,31-08-2022
Tiruppur,Thirumoorthy IB,64,31-08-2022
Tiruppur,"PWD IB,(Collector Camp Office)",42,31-08-2022
Tiruppur,Tiruppur North Taluk Office,36,31-08-2022
Tiruppur,Tiruppur South Taluk Office,34,31-08-2022
Tiruppur,Madathukulam,33,31-08-2022
Tiruppur,Udumalpet,23.2,31-08-2022
Tiruppur,District Collector Office,23,31-08-2022
Tiruppur,Uthukuli,12,31-08-2022
Tiruppur,Avinashi,12,31-08-2022
Tiruppur,Palladam,10,31-08-2022
Tiruppur,Vellakoil,10,31-08-2022
Tiruppur,Dharapuram,7,31-08-2022
Tiruppur,Kangeyam,5.2,31-08-2022
Tiruppur,moolanur,2,31-08-2022
Tiruppur,Thirumoorthi Dam,17,01-09-2022
Tiruppur,Thirumoorthy IB,15,01-09-2022
Tiruppur,Amaravathy Dam,8,01-09-2022
Tiruppur,Vellakoil,7,01-09-2022
Tiruppur,Madathukulam,5,01-09-2022
Tiruppur,Udumalpet,3.1,01-09-2022
Tiruppur,Dharapuram,1,01-09-2022
Tiruppur,Uthukuli,1,01-09-2022
Tiruppur,"PWD IB,(Collector Camp Office)",0.4,01-09-2022
Tiruppur,"PWD IB,(Collector Camp Office)",92.3,02-09-2022
Tiruppur,Kangeyam,84,02-09-2022
Tiruppur,Avinashi,60.4,02-09-2022
Tiruppur,Tiruppur North Taluk Office,51,02-09-2022
Tiruppur,District Collector Office,46,02-09-2022
Tiruppur,Dharapuram,36,02-09-2022
Tiruppur,Tiruppur South Taluk Office,36,02-09-2022
Tiruppur,Vellakoil,12.2,02-09-2022
Tiruppur,moolanur,10,02-09-2022
Tiruppur,Palladam,5,02-09-2022
Tiruppur,Uthukuli,4,02-09-2022
Tiruppur,Kundadam,2,02-09-2022
Tiruppur,Madathukulam,2,02-09-2022
Tiruppur,Udumalpet,1.4,02-09-2022
Tiruppur,Thirumoorthi Dam,1,02-09-2022
Tiruppur,Vellakoil,75,03-09-2022
Tiruppur,moolanur,13,03-09-2022
Tiruppur,Udumalpet,11.2,03-09-2022
Tiruppur,Palladam,7,03-09-2022
Tiruppur,Amaravathy Dam,6,03-09-2022
Tiruppur,Thirumoorthi Dam,5,03-09-2022
Tiruppur,Thirumoorthy IB,4,03-09-2022
Tiruppur,Kangeyam,2.6,03-09-2022
Tiruppur,Dharapuram,2,03-09-2022
Tiruppur,Kundadam,4,04-09-2022
Tiruppur,Udumalpet,2.02,04-09-2022
Tiruppur,Avinashi,18,05-09-2022
Tiruppur,"PWD IB,(Collector Camp Office)",14.1,05-09-2022
Tiruppur,Dharapuram,10,05-09-2022
Tiruppur,Tiruppur South Taluk Office,7,05-09-2022
Tiruppur,Tiruppur North Taluk Office,7,05-09-2022
Tiruppur,Uthukuli,7,05-09-2022
Tiruppur,District Collector Office,6,05-09-2022
Tiruppur,Palladam,5,05-09-2022
Tiruppur,Madathukulam,5,05-09-2022
Tiruppur,Vellakoil,4,05-09-2022
Tiruppur,Kundadam,2,05-09-2022
Tiruppur,Kangeyam,44.4,06-09-2022
Tiruppur,Palladam,7,06-09-2022
Tiruppur,Tiruppur South Taluk Office,6,06-09-2022
Tiruppur,Tiruppur North Taluk Office,6,06-09-2022
Tiruppur,"PWD IB,(Collector Camp Office)",5.8,06-09-2022
Tiruppur,Amaravathy Dam,4,06-09-2022
Tiruppur,District Collector Office,4,06-09-2022
Tiruppur,Dharapuram,3,06-09-2022
Tiruppur,moolanur,3,06-09-2022
Tiruppur,Madathukulam,3,06-09-2022
Tiruppur,Udumalpet,2.3,06-09-2022
Tiruppur,Uthukuli,2,06-09-2022
Tiruppur,Vellakoil,1,06-09-2022
Tiruppur,Amaravathy Dam,5,08-09-2022
Tiruppur,Thirumoorthi Dam,1,08-09-2022
Tiruppur,Amaravathy Dam,5,15-09-2022
Tiruppur,Kangeyam,16.4,26-09-2022
Tiruppur,Vellakoil,13,26-09-2022
Tiruppur,Avinashi,5,26-09-2022
Tiruppur,Dharapuram,2,26-09-2022
Tiruppur,moolanur,1,27-09-2022
Tiruppur,Avinashi,23,03-10-2022
Tiruppur,Kangeyam,22.4,03-10-2022
Tiruppur,Vellakoil,19,03-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",8.8,03-10-2022
Tiruppur,Tiruppur North Taluk Office,7,03-10-2022
Tiruppur,Uthukuli,7,03-10-2022
Tiruppur,Palladam,7,03-10-2022
Tiruppur,District Collector Office,6,03-10-2022
Tiruppur,Tiruppur South Taluk Office,1,03-10-2022
Tiruppur,Kangeyam,9,04-10-2022
Tiruppur,moolanur,1,04-10-2022
Tiruppur,Madathukulam,20,05-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",7.1,05-10-2022
Tiruppur,Tiruppur South Taluk Office,7,05-10-2022
Tiruppur,Tiruppur North Taluk Office,6,05-10-2022
Tiruppur,District Collector Office,6,05-10-2022
Tiruppur,Uthukuli,4,05-10-2022
Tiruppur,Avinashi,4,05-10-2022
Tiruppur,Palladam,3,05-10-2022
Tiruppur,Vellakoil,3,05-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",3.8,06-10-2022
Tiruppur,Tiruppur North Taluk Office,2,06-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",71.4,10-10-2022
Tiruppur,Tiruppur South Taluk Office,68,10-10-2022
Tiruppur,District Collector Office,52,10-10-2022
Tiruppur,Tiruppur North Taluk Office,46,10-10-2022
Tiruppur,Kangeyam,43,10-10-2022
Tiruppur,Avinashi,37,10-10-2022
Tiruppur,Kundadam,35,10-10-2022
Tiruppur,Palladam,29,10-10-2022
Tiruppur,Dharapuram,27,10-10-2022
Tiruppur,Madathukulam,20,10-10-2022
Tiruppur,Vellakoil,19,10-10-2022
Tiruppur,Udumalpet,16.1,10-10-2022
Tiruppur,moolanur,11,10-10-2022
Tiruppur,Uthukuli,11,10-10-2022
Tiruppur,Thirumoorthi Dam,8,10-10-2022
Tiruppur,Thirumoorthy IB,7,10-10-2022
Tiruppur,Amaravathy Dam,4,10-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",45.5,11-10-2022
Tiruppur,Palladam,45,11-10-2022
Tiruppur,moolanur,40,11-10-2022
Tiruppur,Avinashi,38.4,11-10-2022
Tiruppur,Kundadam,27,11-10-2022
Tiruppur,Dharapuram,20,11-10-2022
Tiruppur,Tiruppur North Taluk Office,20,11-10-2022
Tiruppur,District Collector Office,16,11-10-2022
Tiruppur,Vellakoil,6,11-10-2022
Tiruppur,Tiruppur South Taluk Office,5,11-10-2022
Tiruppur,Uthukuli,4,11-10-2022
Tiruppur,Madathukulam,4,11-10-2022
Tiruppur,Udumalpet,2,11-10-2022
Tiruppur,Amaravathy Dam,2,11-10-2022
Tiruppur,Kangeyam,1.4,11-10-2022
Tiruppur,Palladam,19,12-10-2022
Tiruppur,Amaravathy Dam,16,12-10-2022
Tiruppur,Madathukulam,14,12-10-2022
Tiruppur,Udumalpet,13,12-10-2022
Tiruppur,Thirumoorthi Dam,11,12-10-2022
Tiruppur,Thirumoorthy IB,10,12-10-2022
Tiruppur,Tiruppur South Taluk Office,9,12-10-2022
Tiruppur,Kundadam,5,12-10-2022
Tiruppur,Avinashi,2,12-10-2022
Tiruppur,Vellakoil,8,13-10-2022
Tiruppur,Thirumoorthi Dam,6,13-10-2022
Tiruppur,Thirumoorthy IB,5,13-10-2022
Tiruppur,Dharapuram,3,13-10-2022
Tiruppur,moolanur,1,13-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",84,14-10-2022
Tiruppur,Tiruppur North Taluk Office,32,14-10-2022
Tiruppur,Uthukuli,32,14-10-2022
Tiruppur,Palladam,29,14-10-2022
Tiruppur,Tiruppur South Taluk Office,21,14-10-2022
Tiruppur,Avinashi,21,14-10-2022
Tiruppur,District Collector Office,15,14-10-2022
Tiruppur,Kangeyam,14,14-10-2022
Tiruppur,Kundadam,2,14-10-2022
Tiruppur,Vellakoil,56.2,15-10-2022
Tiruppur,moolanur,25,15-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",10.6,15-10-2022
Tiruppur,Madathukulam,10,15-10-2022
Tiruppur,Dharapuram,6,15-10-2022
Tiruppur,Kangeyam,5.2,15-10-2022
Tiruppur,Kundadam,5,15-10-2022
Tiruppur,Avinashi,4,15-10-2022
Tiruppur,Amaravathy Dam,3,15-10-2022
Tiruppur,Thirumoorthi Dam,3,15-10-2022
Tiruppur,Udumalpet,2.3,15-10-2022
Tiruppur,Thirumoorthy IB,2,15-10-2022
Tiruppur,Tiruppur North Taluk Office,1,15-10-2022
Tiruppur,Avinashi,37,16-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",8.4,16-10-2022
Tiruppur,Madathukulam,8,16-10-2022
Tiruppur,Palladam,7,16-10-2022
Tiruppur,Amaravathy Dam,6,16-10-2022
Tiruppur,Tiruppur South Taluk Office,5,16-10-2022
Tiruppur,Uthukuli,4,16-10-2022
Tiruppur,Tiruppur North Taluk Office,1,16-10-2022
Tiruppur,District Collector Office,1,16-10-2022
Tiruppur,Udumalpet,28.3,17-10-2022
Tiruppur,Avinashi,23.4,17-10-2022
Tiruppur,moolanur,16,17-10-2022
Tiruppur,Madathukulam,14,17-10-2022
Tiruppur,Palladam,13,17-10-2022
Tiruppur,Amaravathy Dam,12,17-10-2022
Tiruppur,Thirumoorthi Dam,12,17-10-2022
Tiruppur,Thirumoorthy IB,11,17-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",7,17-10-2022
Tiruppur,Kundadam,5,17-10-2022
Tiruppur,District Collector Office,4,17-10-2022
Tiruppur,Kangeyam,3.2,17-10-2022
Tiruppur,Vellakoil,3,17-10-2022
Tiruppur,Dharapuram,2,17-10-2022
Tiruppur,Tiruppur North Taluk Office,2,17-10-2022
Tiruppur,Tiruppur South Taluk Office,28,18-10-2022
Tiruppur,District Collector Office,24,18-10-2022
Tiruppur,Udumalpet,19.2,18-10-2022
Tiruppur,Kundadam,18,18-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",17.2,18-10-2022
Tiruppur,Avinashi,15,18-10-2022
Tiruppur,Amaravathy Dam,14,18-10-2022
Tiruppur,Tiruppur North Taluk Office,7,18-10-2022
Tiruppur,Palladam,4,18-10-2022
Tiruppur,Uthukuli,3,18-10-2022
Tiruppur,Thirumoorthi Dam,1,18-10-2022
Tiruppur,Amaravathy Dam,14,19-10-2022
Tiruppur,Dharapuram,6,19-10-2022
Tiruppur,moolanur,6,19-10-2022
Tiruppur,Madathukulam,5,19-10-2022
Tiruppur,Uthukuli,34,20-10-2022
Tiruppur,moolanur,17,20-10-2022
Tiruppur,Palladam,11,20-10-2022
Tiruppur,Dharapuram,9,20-10-2022
Tiruppur,Vellakoil,9,20-10-2022
Tiruppur,Tiruppur South Taluk Office,8,20-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",8,20-10-2022
Tiruppur,Kangeyam,7.8,20-10-2022
Tiruppur,Tiruppur North Taluk Office,6,20-10-2022
Tiruppur,District Collector Office,4,20-10-2022
Tiruppur,Kundadam,3,20-10-2022
Tiruppur,Vellakoil,111,21-10-2022
Tiruppur,Avinashi,64,21-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",62,21-10-2022
Tiruppur,Tiruppur South Taluk Office,56,21-10-2022
Tiruppur,Tiruppur North Taluk Office,50,21-10-2022
Tiruppur,Udumalpet,50,21-10-2022
Tiruppur,Kangeyam,45,21-10-2022
Tiruppur,District Collector Office,45,21-10-2022
Tiruppur,Palladam,42,21-10-2022
Tiruppur,moolanur,39,21-10-2022
Tiruppur,Dharapuram,27,21-10-2022
Tiruppur,Uthukuli,27,21-10-2022
Tiruppur,Amaravathy Dam,23,21-10-2022
Tiruppur,Kundadam,14,21-10-2022
Tiruppur,Madathukulam,12,21-10-2022
Tiruppur,Thirumoorthi Dam,8,21-10-2022
Tiruppur,Thirumoorthy IB,7,21-10-2022
Tiruppur,Palladam,14,22-10-2022
Tiruppur,Kangeyam,7.8,22-10-2022
Tiruppur,moolanur,4,22-10-2022
Tiruppur,Vellakoil,3.2,22-10-2022
Tiruppur,Dharapuram,3,22-10-2022
Tiruppur,Kundadam,2,22-10-2022
Tiruppur,Amaravathy Dam,2,22-10-2022
Tiruppur,Udumalpet,1.2,22-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",1.2,22-10-2022
Tiruppur,Avinashi,1,22-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",8.4,23-10-2022
Tiruppur,Avinashi,3,23-10-2022
Tiruppur,Palladam,8,25-10-2022
Tiruppur,Amaravathy Dam,5,30-10-2022
Tiruppur,"PWD IB,(Collector Camp Office)",8.3,31-10-2022
Tiruppur,Kangeyam,7.2,31-10-2022
Tiruppur,moolanur,2,31-10-2022
Tiruppur,Vellakoil,2,31-10-2022
Tiruppur,Tiruppur South Taluk Office,1,31-10-2022
Tiruppur,Thirumoorthi Dam,16,02-11-2022
Tiruppur,Amaravathy Dam,15,02-11-2022
Tiruppur,Thirumoorthy IB,15,02-11-2022
Tiruppur,Udumalpet,3.1,02-11-2022
Tiruppur,Amaravathy Dam,26,03-11-2022
Tiruppur,Avinashi,18,03-11-2022
Tiruppur,Thirumoorthi Dam,11,03-11-2022
Tiruppur,Thirumoorthy IB,10,03-11-2022
Tiruppur,"PWD IB,(Collector Camp Office)",8.4,03-11-2022
Tiruppur,Dharapuram,8,03-11-2022
Tiruppur,Tiruppur North Taluk Office,7,03-11-2022
Tiruppur,Uthukuli,7,03-11-2022
Tiruppur,Udumalpet,6.2,03-11-2022
Tiruppur,Palladam,4,03-11-2022
Tiruppur,Madathukulam,4,03-11-2022
Tiruppur,Tiruppur South Taluk Office,3,03-11-2022
Tiruppur,District Collector Office,3,03-11-2022
Tiruppur,moolanur,1,03-11-2022
Tiruppur,Amaravathy Dam,30,04-11-2022
Tiruppur,Avinashi,10,04-11-2022
Tiruppur,Madathukulam,10,04-11-2022
Tiruppur,Udumalpet,5,04-11-2022
Tiruppur,Dharapuram,1,04-11-2022
Tiruppur,Uthukuli,1,04-11-2022
Tiruppur,Dharapuram,51,05-11-2022
Tiruppur,Uthukuli,39,05-11-2022
Tiruppur,Madathukulam,33,05-11-2022
Tiruppur,Palladam,23,05-11-2022
Tiruppur,Vellakoil,22,05-11-2022
Tiruppur,Thirumoorthi Dam,21,05-11-2022
Tiruppur,Thirumoorthy IB,20,05-11-2022
Tiruppur,Udumalpet,10.2,05-11-2022
Tiruppur,moolanur,10,05-11-2022
Tiruppur,Amaravathy Dam,5,05-11-2022
Tiruppur,Kangeyam,4.6,05-11-2022
Tiruppur,Avinashi,3,05-11-2022
Tiruppur,Tiruppur North Taluk Office,16,06-11-2022
Tiruppur,Palladam,11,06-11-2022
Tiruppur,Kundadam,4,06-11-2022
Tiruppur,Thirumoorthi Dam,17,07-11-2022
Tiruppur,Thirumoorthy IB,16,07-11-2022
Tiruppur,Dharapuram,14,07-11-2022
Tiruppur,Tiruppur South Taluk Office,14,07-11-2022
Tiruppur,District Collector Office,12,07-11-2022
Tiruppur,Madathukulam,10,07-11-2022
Tiruppur,"PWD IB,(Collector Camp Office)",6.4,07-11-2022
Tiruppur,Palladam,6,07-11-2022
Tiruppur,Amaravathy Dam,6,07-11-2022
Tiruppur,Kangeyam,3.4,07-11-2022
Tiruppur,Tiruppur North Taluk Office,3,07-11-2022
Tiruppur,Uthukuli,3,07-11-2022
Tiruppur,moolanur,2,07-11-2022
Tiruppur,Vellakoil,2,07-11-2022
Tiruppur,Nallathangal Odai Reservoir,30,09-11-2022
Tiruppur,Madathukulam,17,09-11-2022
Tiruppur,moolanur,10,09-11-2022
Tiruppur,Amaravathy Dam,10,09-11-2022
Tiruppur,Palladam,7,09-11-2022
Tiruppur,Dharapuram,2,09-11-2022
Tiruppur,Thirumoorthi Dam,2,09-11-2022
Tiruppur,Thirumoorthy IB,1,09-11-2022
Tiruppur,moolanur,3,10-11-2022
Tiruppur,Nallathangal Odai Reservoir,8,11-11-2022
Tiruppur,Kangeyam,6.4,11-11-2022
Tiruppur,Avinashi,6,11-11-2022
Tiruppur,Tiruppur North Taluk Office,3,11-11-2022
Tiruppur,moolanur,2,11-11-2022
Tiruppur,Dharapuram,1,11-11-2022
Tiruppur,"PWD IB,(Collector Camp Office)",1,11-11-2022
Tiruppur,Kangeyam,154,12-11-2022
Tiruppur,"PWD IB,(Collector Camp Office)",138.2,12-11-2022
Tiruppur,Vattamalai Karai Odai Reservoir,135,12-11-2022
Tiruppur,Vellakoil,130,12-11-2022
Tiruppur,Tiruppur South Taluk Office,106,12-11-2022
Tiruppur,Uppar dam,100,12-11-2022
Tiruppur,Tiruppur North Taluk Office,97,12-11-2022
Tiruppur,Uthukuli,89,12-11-2022
Tiruppur,Dharapuram,88,12-11-2022
Tiruppur,District Collector Office,82,12-11-2022
Tiruppur,Palladam,81,12-11-2022
Tiruppur,Kundadam,75,12-11-2022
Tiruppur,Nallathangal Odai Reservoir,74,12-11-2022
Tiruppur,moolanur,74,12-11-2022
Tiruppur,Avinashi,71,12-11-2022
Tiruppur,Udumalpet,63,12-11-2022
