Well_ID,Station_Name,Division,District,Division Order,Circle,Taluk,Firka,Village,Well_Depth_m,Ht_Of_Ms_Pt_m,Water_level_BGL,Station_Type,Date,Month,Latitude,Longitude
HP2CTR02,Sevur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Cheyur,Sevur,38.6,0.6,10.2,PZ,3/8/2023,Mar-2023,11.24478,77.2374
HP2CTR04,Thathanur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Cheyur,Thathanur,65,0.6,8.75,PZ,3/8/2023,Mar-2023,11.31942,77.28218
HP2CTR12,Samalapuram,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Samalapuram,Samalapuram,65,0.6,1.4,PZ,3/3/2023,Mar-2023,11.08624,77.2141
HP2CTR16,K.Ayyampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Karadivavi,K.Ayyampalayam,65,0.6,9.9,PZ,3/3/2023,Mar-2023,10.98016,77.21662
HP2CTR19,Veerapandi,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Tiruppur (S),Veerapandi,63.8,0.6,1.6,PZ,3/7/2023,Mar-2023,11.06524,77.34955
HP2CTR20,Neruperichal,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Tiruppur (N),Neruperichal,61.3,0.6,7.4,PZ,3/8/2023,Mar-2023,11.16065,77.37243
HP2CTR21(A),Pongalur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Pongalur,Pongalur,60,0.61,4.12,PZ,3/10/2023,Mar-2023,10.97295,77.36438
HP2CTR32,Madathukulam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Madathukulam,Thungavi,Madathukulam,66.5,0.6,-0.6,PZ,3/7/2023,Mar-2023,10.55574,77.36599
HP2ETR09,Kambliyampatti,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Kangeyam,Vellakoil,Kambliyampatti,60.9,0.6,2.44,PZ,3/3/2023,Mar-2023,10.89172,77.60502
HP2ETR10 A,Poomandanvalasu,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Kangeyam,Nathakadaiyur,Poomandanvalasu,71.1,0.6,9,PZ,3/4/2023,Mar-2023,11.06857,77.55639
HP2ETR11,Kanjeerapalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Kangeyam,Nathakadaiyur,Kanjeerapalayam,71.2,0.6,6.3,PZ,3/3/2023,Mar-2023,11.04515,77.61626
HP2ETR12,Rasathavalasu,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Kangeyam,Vellakoil,Rasathavalasu,61.3,0.6,3.2,PZ,3/2/2023,Mar-2023,11.04004,77.71391
HP2ETR21,Uthiyur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Uthiyur,Uthiyur,82,0.6,4.7,PZ,3/4/2023,Mar-2023,10.89215,77.52663
HP2ETR22,Periakumarapalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kundadam,Periakumarapalayam,60.7,0.6,2.38,PZ,3/3/2023,Mar-2023,10.77581,77.31575
HP2ETR23,Ponnapuram,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Ponnapuram,Ponnapuram,71,0.61,2.61,PZ,3/3/2023,Mar-2023,10.7,77.39086
HP2ETR24 A,Kallivalasu,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Alangiyam,Kallivalasu,60,0.61,3.39,PZ,3/3/2023,Mar-2023,10.63309,77.43184
HP2ETR25 A,Thoppampatti,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Dharapuram,Thoppampatti,61.3,0.6,5.21,PZ,3/3/2023,Mar-2023,10.78167,77.46679
HP2ETR26,Ponnivadi,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Mulanur,Ponnivadi,61.9,0.6,3.5,PZ,3/2/2023,Mar-2023,10.69483,77.62083
HP2ETR27,Thoorampadi,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Mulanur,Thoorampadi,81.8,0.6,1.03,PZ,3/2/2023,Mar-2023,10.8521,77.67167
HP2ETR29,Velampoondi,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kannivadi,Velampoondi,61.9,0.6,2.54,PZ,3/2/2023,Mar-2023,10.81187,77.87022
HP2ETR30A,Vadugapatti,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Mulanur,Vadugapatti,120,0.68,1.55,PZ,3/2/2023,Mar-2023,10.73229,77.76005
HP2T01,Uthamapalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Kangeyam,Vellakoil,Uthamapalayam,80,0.65,4.45,PZ,3/2/2023,Mar-2023,10.90016,77.67288
HP3Tpr01,Periavalavadi,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Udumalpet,Periavalavadi,Periavalavadi,120,0.68,6.32,PZ,3/8/2023,Mar-2023,10.54755,77.18373
HP3Tpr02,Perumanallur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Perumanallur,Perumanallur,120,0.6,2.2,PZ,3/8/2023,Mar-2023,11.19727,77.36413
IBH-61286,Kundadam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kundadam,Kundadam,120,0.65,8.62,PZ,3/4/2023,Mar-2023,10.84909,77.44755
IBH-61288,Nandavanampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kundadam,Nandavanampalayam,123,0.1,4.1,PZ,3/4/2023,Mar-2023,10.84453,77.3654
IBH61284,Nadupalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Kangeyam,Vellakoil,Nadupalayam,60,0.45,1.8,PZ,3/2/2023,Mar-2023,10.99143,77.7202
MWSETR06,Virumandempalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Uthukuli,Kunnathur,Virumandempalayam,124,0.6,14.5,PZ,3/2/2023,Mar-2023,11.21308,77.39465
MWSETR07,Velampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Uthukuli,Kunnathur,Velampalayam,140.5,0.65,-0.65,PZ,3/2/2023,Mar-2023,11.2666,77.43898
MWSETR12,Kokkampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kundadam,Kokkampalayam,144.1,0.65,13.48,PZ,3/4/2023,Mar-2023,10.87871,77.38911
MWSETR13,Sankarandampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Sankarandampalayam,Sankarandampalayam,125.8,0.6,5.52,PZ,3/3/2023,Mar-2023,10.81693,77.60259
MWSETR15,Kolathupalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Dharapuram,Kolathupalayam,92,0.6,5.48,PZ,3/3/2023,Mar-2023,10.74602,77.61047
53258,Shengapalli,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Uthukuli,Uthukuli,Shengapalli,33.2,0.83,5.29,OB,4/11/2023,Apr-2023,11.20043,77.42205
53260,Raddipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Uthukuli,Uthukuli,Raddipalayam,28.25,0.8,2.35,OB,4/11/2023,Apr-2023,11.17526,77.4598
53261,Sakarperiyapalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Uthukuli,Uthukuli,Sakarperiyapalayam,16.3,0.83,4.54,OB,4/11/2023,Apr-2023,11.13084,77.40383
53262,Pallapalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Uthukuli,Uthukuli,Pallapalayam,25.6,0.75,5.95,OB,4/11/2023,Apr-2023,11.12078,77.46251
53271,Thalapthi,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Uthukuli,Kunnathur,Thalapthi,24.9,0.75,4.23,OB,4/11/2023,Apr-2023,11.22978,77.41746
53272,Pallagoundampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Uthukuli,Kunnathur,Pallagoundampalayam,36.54,0.66,4.44,OB,4/11/2023,Apr-2023,11.23069,77.46502
63231,Kunnathur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Uthukuli,Kunnathur,Kunnathur,17.95,0.7,7.1,OB,4/11/2023,Apr-2023,11.27244,77.40488
63232,Papavalasu,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Uthukuli,Kunnathur,Papavalasu,16.7,0.8,15.9,OB,4/11/2023,Apr-2023,11.27234,77.42258
63323,Mondipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Cheyur,Mondipalayam,29.1,0.76,13.74,OB,4/8/2023,Apr-2023,11.29449,77.1647
63324,Tundarkarampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Cheyur,Tundarkarampalayam,28.4,0.84,26.36,OB,4/8/2023,Apr-2023,11.27627,77.2077
63325,Savakattupalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Nambiyur,Savakattupalayam,16.8,0.85,1.55,OB,4/7/2023,Apr-2023,11.31699,77.28415
63328,Kottai Kattupalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Elathur(E),Kottai Kattupalayam,32.7,0.97,5.63,OB,4/8/2023,Apr-2023,11.33663,77.22833
63329,Thekkalur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Avinashi(W),Thekkalur,24,0.73,22.67,OB,4/7/2023,Apr-2023,11.15328,77.21373
63330,Nariampalli,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Avinashi(W),Nariampalli,40.3,0.81,10.39,OB,4/8/2023,Apr-2023,11.21832,77.15539
63331,Karuvalur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Avinashi(W),Karuvalur,42,0.8,-0.8,OB,4/8/2023,Apr-2023,11.21226,77.18644
63332,Ramaiyampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Cheyur,Ramaiyampalayam,22.3,1.16,20.34,OB,4/8/2023,Apr-2023,11.2639,77.22175
63333,Sevur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Cheyur,Sevur,25.75,0.85,-0.85,OB,4/7/2023,Apr-2023,11.24857,77.2372
63334,Avinashi-TB,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Avinashi(E),Avinashi-TB,40.1,0.82,5.33,OB,4/7/2023,Apr-2023,11.18834,77.27158
63335,Thulukkamuthur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Avinashi(E),Thulukkamuthur,31.15,0.8,15.4,OB,4/7/2023,Apr-2023,11.23573,77.31647
63336,Naduvacheri,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Avinashi(E),Naduvacheri,33,0.7,20.6,OB,4/7/2023,Apr-2023,11.23023,77.28244
63337,Kaniyampoondi,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Avinashi(E),Kaniyampoondi,25.4,0.7,13.1,OB,4/7/2023,Apr-2023,11.12806,77.28128
63338,Kanur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Cheyur,Kanur,16.7,0.7,15.1,OB,8-4-2023,Apr-2023,11.24807,77.17934
63339,Palankarai,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Avinashi(E),Palankarai,33,0.5,4.05,OB,4/7/2023,Apr-2023,11.19832,77.31001
63340,Punjaithamaraikulam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Cheyur,Punjaithamaraikulam,31.2,0.8,12.2,OB,4/7/2023,Apr-2023,11.27348,77.28083
63341,Ramanathapuram,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Avinashi,Avinashi(W),Ramanathapuram,11.6,0.9,9.9,OB,4/8/2023,Apr-2023,11.21794,77.19029
63342,Mangalam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Tiruppur (S),Mangalam,21.5,0.75,-0.75,OB,4/7/2023,Apr-2023,11.09466,77.26997
63343,Ammapalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Velampalayam,Ammapalayam,21.4,0.8,4.2,OB,4/7/2023,Apr-2023,11.1516,77.30922
63344,Muthaiankinaru,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Perumanallur,Muthaiankinaru,17.25,0.87,3.03,OB,07-04-2023,Apr-2023,11.20093,77.36722
63345,M.Pudupalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Nallur,M.Pudupalayam,14.8,0.7,7.9,OB,4/7/2023,Apr-2023,11.04195,77.39201
63346,Nachipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Avinashipalayam(S),Nachipalayam,28.1,1,4.3,OB,4/7/2023,Apr-2023,11.08571,77.44378
63347,Nallur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Nallur,Nallur,21,0.7,7.25,OB,4/7/2023,Apr-2023,11.10103,77.39058
63348,Avinashipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Avinashipalayam(S),Avinashipalayam,11.4,0.65,10.35,OB,4/7/2023,Apr-2023,10.97002,77.43667
63349,Alagumalai,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Avinashipalayam(S),Alagumalai,13,0.75,6.25,OB,4/7/2023,Apr-2023,11.00729,77.4408
63350,Andippalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Tiruppur (S),Andippalayam,13,0.9,5.6,OB,4/7/2023,Apr-2023,11.09347,77.31498
63351,Chettipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Velampalayam,Chettipalayam,23.3,0.5,2.5,OB,4/7/2023,Apr-2023,11.16543,77.33412
63352,Gurunathanpalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Avinashipalayam(S),Gurunathanpalayam,23.2,0.6,8.7,OB,4/7/2023,Apr-2023,11.00997,77.37338
63353,Iduvoy,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Tiruppur (S),Iduvoy,24.7,0.7,8.1,OB,4/7/2023,Apr-2023,11.07744,77.28777
63354,Kanakkampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Velampalayam,Kanakkampalayam,21.5,0.6,3.75,OB,4/7/2023,Apr-2023,11.18401,77.36302
63355,Kandiyankoil,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Avinashipalayam(S),Kandiyankoil,13.4,0.9,4.5,OB,4/7/2023,Apr-2023,11.01521,77.46963
63357,Neruperichal,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Tiruppur (N),Neruperichal,13,0.65,7.25,OB,4/7/2023,Apr-2023,11.16071,77.37387
63358,Thonguttipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Avinashipalayam(S),Thonguttipalayam,17.6,0.6,7.6,OB,4/7/2023,Apr-2023,11.02679,77.41085
63359,Velayuthampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Avinashipalayam(S),Velayuthampalayam,16.5,0.8,4.6,OB,4/7/2023,Apr-2023,11.00332,77.43151
63360,Abisekapuram,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Perumanallur,Abisekapuram,15.2,0.95,9.85,OB,4/7/2023,Apr-2023,11.26692,77.36349
63403,Goundanpalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Varapatti,Goundanpalayam,26,0,8.5,OB,4/6/2023,Apr-2023,10.89275,77.22246
63405,Vavipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Pongalur,Vavipalayam,16.7,0.65,1.85,OB,4/6/2023,Apr-2023,10.87417,77.28326
63406,Vadamalaivellarasipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Pongalur,Vadamalaivellarasipalayam,16,1.06,3.54,OB,4/6/2023,Apr-2023,10.89167,77.34835
63411,Puliampatti,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Karadivavi,Puliampatti,13.8,0.75,11.25,OB,4/6/2023,Apr-2023,10.93421,77.21755
63413,Pulliappanpalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Palladam,Pulliappanpalayam,7,1.06,-1.06,OB,4/6/2023,Apr-2023,10.93446,77.27733
63416,Thutheripalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Pongalur,Thutheripalayam,30.2,0.76,21.34,OB,4/6/2023,Apr-2023,10.93763,77.33638
63417,Pongalur (School),Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Pongalur,Pongalur (School),30.4,0.91,10.09,OB,4/6/2023,Apr-2023,10.97358,77.37076
63418,Semmandampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Pongalur,Semmandampalayam,13.4,0.9,4.8,OB,4/7/2023,Apr-2023,10.92307,77.40978
63420-A,Koduvai,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Tiruppur,Avinashipalayam(S),Koduvai,20.6,0.8,7.4,OB,4/7/2023,Apr-2023,10.9434,77.43922
63422,Mathappur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Pongalur,Mathappur,13,0.75,-0.75,OB,4/6/2023,Apr-2023,10.97965,77.32197
63423,Palladam Anna Nagar,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Palladam,Palladam Anna Nagar,25,0.78,16.82,OB,4/6/2023,Apr-2023,10.99838,77.27311
63424,Anupatti,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Karadivavi,Anupatti,21.5,0.85,9.15,OB,4/6/2023,Apr-2023,10.9579,77.24039
63425,Sithampalampudur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Palladam,Sithampalampudur,28.8,0.85,14.15,OB,4/6/2023,Apr-2023,10.95643,77.29385
63426,Kallipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Pongalur,Kallipalayam,28.8,0.85,17.15,OB,4/6/2023,Apr-2023,10.9129,77.33334
63427,Pongalur VH,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Pongalur,Pongalur VH,31,0.76,8.74,OB,4/6/2023,Apr-2023,10.97028,77.37421
63429-A,Ganapathipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Palladam,Ganapathipalayam,16.7,0.8,5.4,OB,4/10/2023,Apr-2023,11.03505,77.33832
63430,Chinnakarai,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Palladam,Chinnakarai,15,0.7,3.7,OB,4/10/2023,Apr-2023,11.05712,77.30941
63431,Kethanur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Pongalur,Kethanur,32,0.5,2.3,OB,4/6/2023,Apr-2023,10.91508,77.26481
63432,Kodengipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Samalapuram,Kodengipalayam,16.7,0.8,9.8,OB,4/6/2023,Apr-2023,11.01824,77.20836
63433,Naranapuram,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Palladam,Naranapuram,17.6,0.86,4.54,OB,4/10/2023,Apr-2023,11.02547,77.28981
63434,Unjapalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Samalapuram,Unjapalayam,21,0.8,9.2,OB,4/10/2023,Apr-2023,11.04447,77.2389
63435,63 Velampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Palladam,Samalapuram,63 Velampalayam,26.6,0.7,3.5,OB,4/10/2023,Apr-2023,11.05872,77.26562
63501,Munduvelampatty,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Ponnapuram,Munduvelampatty,24.95,0.91,4.83,OB,4/6/2023,Apr-2023,10.71163,77.32781
63502,Dasarapatty,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Ponnapuram,Dasarapatty,13.75,0.91,4.87,OB,4/6/2023,Apr-2023,10.68458,77.35595
63503,Ponnapuram,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Ponnapuram,Ponnapuram,21.9,0.83,13.17,OB,4/6/2023,Apr-2023,10.70051,77.39112
63504,Reddipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Ponnapuram,Reddipalayam,12.7,0.91,3.09,OB,4/6/2023,Apr-2023,10.72218,77.45909
63505,Dalavaypattinam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Alangiyam,Dalavaypattinam,12.15,0.81,1.37,OB,4/6/2023,Apr-2023,10.67308,77.48072
63506,Dharapuram,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Dharapuram,Dharapuram,11.75,0.66,4.76,OB,4/6/2023,Apr-2023,10.73249,77.52576
63508,Koneripatti,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Mulanur,Koneripatti,16.45,1.06,0.28,OB,4/6/2023,Apr-2023,10.70362,77.59649
63509,Ponnivadi,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Mulanur,Ponnivadi,18,0.76,5.04,OB,4/3/2023,Apr-2023,10.70143,77.64398
63510,P.K.Palayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kundadam,P.K.Palayam,17.2,0.91,6.49,OB,4/6/2023,Apr-2023,10.7733,77.3136
63511,Marudur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kundadam,Marudur,21.5,0.83,7.2,OB,4/6/2023,Apr-2023,10.7653,77.37594
63512,Sadayapalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kundadam,Sadayapalayam,28.8,0.76,8.69,OB,4/6/2023,Apr-2023,10.80418,77.37711
63513,Rangampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kundadam,Rangampalayam,28.1,0.76,6.38,OB,4/6/2023,Apr-2023,10.77473,77.453
63515,Varapalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Dharapuram,Varapalayam,13,0.76,5.44,OB,4/6/2023,Apr-2023,10.7754,77.49941
63516,Pallapalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Sankarandampalayam,Pallapalayam,10.4,0.81,6.29,OB,4/6/2023,Apr-2023,10.78397,77.5278
63517,Kulathupalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Dharapuram,Kulathupalayam,21.8,1.06,2.02,OB,4/6/2023,Apr-2023,10.76025,77.58529
63518,S.K.Palayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Sankarandampalayam,S.K.Palayam,17.6,0.76,6.24,OB,4/6/2023,Apr-2023,10.83265,77.58665
63519,Peranium,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Mulanur,Peranium,16.3,0.76,3.47,OB,4/3/2023,Apr-2023,10.81463,77.62861
63520,Polarai,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Mulanur,Polarai,11.7,0.76,1.76,OB,4/3/2023,Apr-2023,10.76782,77.66675
63521,Nattapalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Mulanur,Nattapalayam,14.3,0.76,4.13,OB,4/3/2023,Apr-2023,10.82772,77.6769
63522,Moolanur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Mulanur,Moolanur,31.1,0.76,3.8,OB,4/3/2023,Apr-2023,10.79308,77.70604
63523,Kilankundal,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Mulanur,Kilankundal,14.2,0.76,1.56,OB,4/3/2023,Apr-2023,10.75624,77.7275
63524,Uppukarai,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Pallapatti(K),Uppukarai,16.4,0.9,6.5,OB,4/3/2023,Apr-2023,10.76257,77.78165
63525,Kannivadi,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kannivadi,Kannivadi,28.2,0.76,3.64,OB,4/3/2023,Apr-2023,10.81168,77.78371
63526,Nanjaikalipalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Chinnadharapuram,Nanjaikalipalayam,7,0.84,1.68,OB,4/3/2023,Apr-2023,10.83938,77.83405
63527,Malamedu,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kannivadi,Malamedu,18.9,0.76,3.34,OB,4/3/2023,Apr-2023,10.79781,77.85536
63528,Kasilingampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kundadam,Kasilingampalayam,19.3,0.91,3.93,OB,4/5/2023,Apr-2023,10.84518,77.30534
63529,N.V.Palayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,RF,N.V.Palayam,6.5,0.84,2.9,OB,4/5/2023,Apr-2023,10.82675,77.37188
63530,Kundadam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Kundadam,Kundadam,16.25,0.46,8.72,OB,4/5/2023,Apr-2023,10.84847,77.44698
63531,Dayampalayam,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Sankarandampalayam,Dayampalayam,14.66,0.84,5.27,OB,4/5/2023,Apr-2023,10.88289,77.48947
63532,Uthiyur,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Kangeyam,Uthiyur,Uthiyur,14,0.76,7.82,OB,4/5/2023,Apr-2023,10.89396,77.52618
63533,Sinukinaru,Salem GWD,Tiruppur,04. SalemGWD,02.Thanjavur GWC,Dharapuram,Sankarandampalayam,Sinukinaru,16.75,0.84,3.51,OB,4/6/2023,Apr-2023,10.83864,77.54737
