Well No,District,Tahsil / Taluk,Village,Latitude,Longitude,Date of collection,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,ALK-TOT,Alk-Phen,HAR_Total,SAR,HAR_Ca,RSC,Na%
63821,Tirupur,Madathukulam,Palappampatty,"10°34'38""","77°18'08""",21-07-2001,759.3,27.0,,,127.0,25.0,149.0,50.0,,,1.23,8.0,1140.0,265.0,0.0,335.0,,60.0,0.0,89.62597
HP1CBE13,Tirupur,Udumalaipettai,Gudimangalam,"10°41'15""","77°17'05""",23-07-2001,695.9,23.0,,,72.0,65.0,99.0,40.0,,,0.62,8.5,970.0,270.0,35.0,300.0,,160.0,0.0,65.3239
HP2CBE29,Tirupur,Udumalaipettai,Somavarampatty,"10°41'00""","77°12'30""",23-07-2001,1238.0,37.0,,,166.0,37.0,330.0,170.0,,,0.62,8.2,1770.0,175.0,0.0,555.0,,375.0,0.0,88.41262
63808,Tirupur,Udumalaipettai,Devanampudur,"10°33'00""","77°05'35""",23-07-2001,558.0,14.0,,,108.0,7.0,103.0,48.0,,,0.81,8.1,850.0,200.0,0.0,200.0,,155.0,0.0,96.3288
63811,Tirupur,Udumalaipettai,Udumalpet,"10°34'25""","77°14'25""",23-07-2001,755.3,27.0,,,159.0,10.0,117.0,62.0,,,0.21,8.2,1070.0,260.0,0.0,250.0,,55.0,0.0,96.43377
HP2CBE30,Tirupur,Madathukulam,Metrathi,"10°39'20""","77°20'20""",24-07-2001,638.7,1.0,,,104.0,39.0,106.0,64.0,,,0.76,8.7,970.0,300.0,30.0,295.0,,135.0,0.0,81.93363
HP2CBE32,Tirupur,Madathukulam,Madathukulam,"10°33'30""","77°22'00""",24-07-2001,791.1,30.0,,,106.0,15.0,131.0,60.0,,,0.74,8.2,1150.0,300.0,0.0,390.0,,150.0,0.0,92.31841
HP2CBE16,Tirupur,Palladam,K.Ayyampalayam,"10°58'30""","77°13'30""",25-07-2001,2627.0,30.0,,,529.0,104.0,1064.0,374.0,,,0.68,8.2,4030.0,150.0,0.0,1080.0,,320.0,0.0,89.63792
63812,Tirupur,Udumalaipettai,Pallapalayam,"10°31'15""","77°13'00""",26-07-2001,942.1,4.0,,,247.0,14.0,355.0,24.0,,,1.21,8.1,1550.0,265.0,0.0,280.0,,70.0,0.0,96.7747
HP1CBE08,Tirupur,Tirupur,Vadamalai vellarasipalaya,"10°53'30""","77°21'00""",27-07-2001,2623.0,31.0,,,322.0,104.0,1092.0,475.0,,,0.7,8.2,4170.0,205.0,0.0,1300.0,,360.0,0.0,84.03976
HP2CBE12,Tirupur,Palladam,Samalapuram,"11°14'00""","77°12'00""",27-07-2001,4293.0,21.0,,,644.0,100.0,1914.0,778.0,,,0.62,8.1,6920.0,125.0,0.0,2150.0,,940.0,0.0,91.63347
HP2CBE18,Tirupur,Tirupur,Avinahsi palayam south,"10°58'00""","77°27'45""",27-07-2001,723.2,9.0,,,75.0,16.0,67.0,254.0,,,0.8,8.4,960.0,125.0,15.0,325.0,,150.0,0.0,88.85413
HP2CBE19,Tirupur,Tirupur,Veerapandi,"11°04'45""","77°21'00""",27-07-2001,2767.0,29.0,,,506.0,104.0,1049.0,456.0,,,0.67,8.1,4140.0,205.0,0.0,1160.0,,400.0,0.0,89.2177
HP2CBE20,Tirupur,Tirupur,Neruperichal,"11°09'00""","77°23'15""",27-07-2001,4647.0,21.0,,,725.0,78.0,2014.0,948.0,,,0.72,7.9,7110.0,125.0,20.0,2360.0,,920.0,0.0,94.05032
HP2CBE21,Tirupur,Tirupur,Alagumalai,"11°00'45""","77°27'00""",27-07-2001,725.1,8.0,,,64.0,16.0,71.0,269.0,,,0.79,8.3,910.0,155.0,25.0,315.0,,150.0,0.0,87.18396
63416,Tirupur,Tirupur,Thutheripalayam,"10°56'10""","77°20'20""",27-07-2001,4057.0,45.0,,,460.0,26.0,1928.0,528.0,,,0.43,7.6,6910.0,160.0,0.0,2520.0,,960.0,0.0,96.78342
HP2E09,Tirupur,Kankayam,Kambliyampatti,"10°53'50""","77°36'30""",29-07-2001,676.2,2.0,24.0,27.6,170.0,23.0,106.0,110.0,54.0,285.1,1.96,8.6,1120.0,340.0,45.0,175.0,5.614812,60.0,3.004296,64.57189
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,"11°02'45""","77°36'15""",29-07-2001,367.0,7.0,28.0,19.2,70.0,6.0,67.0,36.0,30.0,154.5,1.08,8.7,620.0,185.0,25.0,150.0,2.495565,70.0,0.5551878,49.30453
HP2E12,Tirupur,Kangeyam,Rasathavalasu,"11°02'15""","77°42'50""",29-07-2001,500.4,6.0,70.0,36.0,51.0,14.0,67.0,73.0,0.0,161.65,1.5,8.7,900.0,265.0,0.0,325.0,1.234746,175.0,0.0,24.56084
HP2E26,Tirupur,Dharapuram,Ponnivadi,"10°42'00""","77°38'45""",29-07-2001,751.4,10.0,16.0,49.2,193.0,15.0,181.0,89.0,42.0,227.3,1.39,8.8,1280.0,270.0,35.0,245.0,5.392612,40.0,0.2787083,61.61168
HP2E27,Tirupur,Dharapuram,Thoorampadi,"10°51'05""","77°40'30""",29-07-2001,378.4,6.0,30.0,22.8,76.0,6.0,60.0,37.0,18.0,176.7,1.1,8.6,620.0,195.0,15.0,170.0,2.545453,75.0,0.1230289,48.38306
HP2E29,Tirupur,Dharapuram,Velampoondi,"10°48'40""","77°53'00""",29-07-2001,458.5,14.0,54.0,45.6,39.0,11.0,96.0,79.0,0.0,73.2,0.59,7.9,760.0,120.0,0.0,325.0,0.9448417,135.0,0.0,20.13551
HP2E30,Tirupur,Dharapuram,Kumarapalayam,"10°43'40""","77°45'50""",29-07-2001,316.7,9.0,40.0,36.0,21.0,4.0,57.0,21.0,0.0,100.65,0.41,8.1,580.0,165.0,0.0,250.0,0.5801246,100.0,0.0,15.28959
63508,Tirupur,Dharapuram,Koneripatti,"10°42'15""","77°36'00""",29-07-2001,441.7,15.0,64.0,18.0,51.0,10.0,71.0,21.0,0.0,143.35,0.57,7.8,700.0,235.0,0.0,235.0,1.450956,160.0,0.0,31.02948
63509,Tirupur,Dharapuram,Ponnivadi,"10°41'55""","77°38'45""",29-07-2001,773.9,11.0,12.0,48.0,202.0,16.0,202.0,84.0,42.0,222.3,1.4,8.8,1260.0,265.0,35.0,230.0,5.82625,30.0,0.4951177,63.92791
63517,Tirupur,Dharapuram,Kulathupalayam,"10°45'35""","77°35'00""",29-07-2001,432.8,6.0,12.0,20.4,115.0,9.0,39.0,48.0,42.0,227.3,0.98,8.3,690.0,270.0,35.0,115.0,4.687548,30.0,2.848212,66.608
63519,Tirupur,Dharapuram,Peranium,"10°48'40""","77°37'45""",29-07-2001,769.3,9.0,24.0,46.8,191.0,12.0,195.0,84.0,18.0,271.7,1.68,8.6,1290.0,290.0,15.0,255.0,5.229014,60.0,0.00473,60.80352
63520,Tirupur,Dharapuram,Polarai,"10°45'55""","77°40'05""",29-07-2001,480.4,24.0,26.0,48.0,70.0,6.0,78.0,46.0,54.0,110.1,1.57,8.5,820.0,165.0,45.0,265.0,1.879785,65.0,0.0,36.05213
63522,Tirupur,Dharapuram,Mulanur,"10°47'40""","77°42'25""",29-07-2001,2595.0,164.0,74.0,315.6,253.0,21.0,851.0,300.0,0.0,64.05,0.85,7.4,4160.0,105.0,0.0,1500.0,2.857546,185.0,0.0,26.70767
63525,Tirupur,Dharapuram,Kannivadi,"10°48'40""","77°47'00""",29-07-2001,615.6,26.0,46.0,55.2,78.0,19.0,103.0,89.0,0.0,112.85,2.3,8.2,1060.0,185.0,0.0,345.0,1.834901,115.0,0.0,31.65915
63526,Tirupur,Dharapuram,Nanjaikalipalayam,"10°50'00""","77°50'00""",29-07-2001,648.8,6.0,42.0,50.4,108.0,14.0,138.0,103.0,0.0,167.75,1.25,8.0,1130.0,275.0,0.0,315.0,2.658863,105.0,0.0,41.57612
63527,Tirupur,Dharapuram,Malamedu,"10°47'25""","77°52'15""",29-07-2001,590.4,14.0,52.0,26.4,112.0,6.0,113.0,85.0,42.0,182.3,1.75,8.8,980.0,225.0,35.0,240.0,3.155399,130.0,0.0,49.74881
63537,Tirupur,Kangeyam,Muthunaickken Valasu,"10°54'10""","77°44'35""",29-07-2001,626.3,5.0,42.0,55.2,104.0,13.0,138.0,74.0,42.0,247.3,1.26,8.5,1120.0,290.0,35.0,335.0,2.483047,105.0,0.0,39.35563
HP2E21,Tirupur,Dharapuram,Uthiyur,"10°53'10""","77°31'20""",30-07-2001,563.2,2.0,12.0,40.8,127.0,17.0,74.0,48.0,60.0,274.0,1.02,8.6,980.0,335.0,50.0,200.0,3.927757,30.0,2.535018,55.71442
HP2E22,Tirupur,Dharapuram,Periakumarapalayam,"10°46'25""","77°18'55""",30-07-2001,3076.0,34.0,40.0,182.4,782.0,27.0,1021.0,636.0,42.0,347.3,2.0,8.6,4780.0,390.0,35.0,860.0,11.6652,100.0,0.0,65.77906
HP2E23,Tirupur,Dharapuram,Ponnapuram,"10°42'45""","77°23'34""",30-07-2001,3911.0,34.0,232.0,187.2,966.0,24.0,1309.0,924.0,0.0,109.8,0.97,8.0,5600.0,180.0,0.0,1360.0,11.43979,580.0,0.0,60.35884
HP2E25,Tirupur,Dharapuram,Thoppampatti,"10°51'25""","77°27'10""",30-07-2001,854.8,27.0,108.0,54.0,104.0,13.0,252.0,34.0,0.0,170.8,0.58,7.8,1430.0,280.0,0.0,495.0,2.040158,270.0,0.0,30.79571
63501,Tirupur,Dharapuram,Munduvelampatty,"10°42'30""","77°19'40""",30-07-2001,1450.0,34.0,100.0,136.8,230.0,16.0,447.0,221.0,0.0,149.45,0.8,8.2,2550.0,245.0,0.0,820.0,3.510063,250.0,0.0,37.52444
63502,Tirupur,Dharapuram,Dasarapatty,"10°40'50""","77°21'35""",30-07-2001,3799.0,34.0,224.0,187.2,909.0,23.0,1262.0,972.0,0.0,73.2,0.93,8.1,5500.0,120.0,0.0,1340.0,10.8453,560.0,0.0,59.26991
63505,Tirupur,Dharapuram,Dalavaypattinam,"10°40'25""","77°29'00""",30-07-2001,1033.0,16.0,88.0,90.0,101.0,12.0,149.0,480.0,0.0,42.7,0.79,7.0,1550.0,70.0,0.0,595.0,1.808862,220.0,0.0,26.62947
63506,Tirupur,Dharapuram,Dharapuram,"10°45'55""","77°31'30""",30-07-2001,884.8,27.0,126.0,68.4,84.0,13.0,252.0,34.0,0.0,189.1,0.57,7.9,1500.0,310.0,0.0,600.0,1.496871,315.0,0.0,22.97577
63511,Tirupur,Dharapuram,Marudur,"10°45'50""","77°22'35""",30-07-2001,989.2,1.0,88.0,88.8,104.0,11.0,152.0,480.0,0.0,57.95,0.78,8.2,1550.0,95.0,0.0,590.0,1.870435,220.0,0.0,27.41019
63512,Tirupur,Dharapuram,Sadayapalayam,"10°48'15""","77°22'40""",30-07-2001,2096.0,6.0,64.0,54.0,644.0,23.0,681.0,403.0,0.0,201.3,0.84,8.0,3140.0,330.0,0.0,385.0,14.33478,160.0,0.0,77.30093
63516,Tirupur,Dharapuram,Pallapalayam,"10°47'50""","77°32'40""",30-07-2001,451.4,3.0,12.0,26.4,115.0,16.0,35.0,43.0,36.0,273.4,0.96,8.6,760.0,310.0,30.0,140.0,4.249516,30.0,2.910125,61.13165
63518,Tirupur,Dharapuram,S.K.Palayam,"10°49'40""","77°35'10""",30-07-2001,398.9,3.0,14.0,31.2,81.0,17.0,32.0,38.0,42.0,237.3,0.94,8.8,700.0,280.0,35.0,165.0,2.757107,35.0,2.023608,48.77117
63530,Tirupur,Dharapuram,Kundadam,"10°50'45""","77°26'45""",30-07-2001,3387.0,34.0,96.0,187.2,1024.0,27.0,1007.0,636.0,0.0,259.25,1.92,8.0,4920.0,425.0,0.0,1020.0,14.01704,240.0,0.0,68.07795
63531,Tirupur,Dharapuram,Dayampalayam,"10°53'00""","77°39'35""",30-07-2001,439.3,3.0,12.0,28.8,124.0,16.0,35.0,44.0,60.0,224.0,0.95,9.0,710.0,285.0,50.0,150.0,4.427056,30.0,2.702905,61.48999
63533,Tirupur,Dharapuram,Sinukinari,"10°50'20""","77°33'05""",30-07-2001,400.9,3.0,14.0,34.8,81.0,18.0,35.0,48.0,36.0,218.4,0.92,8.6,720.0,255.0,30.0,180.0,2.639981,35.0,1.217578,46.69123
63534,Tirupur,Dharapuram,Anaipudur,"10°52'30""","77°35'55""",30-07-2001,695.7,2.0,26.0,42.0,154.0,78.0,67.0,53.0,0.0,265.35,1.14,8.2,1050.0,435.0,0.0,240.0,4.344988,65.0,0.0,49.81423
HP2CBE02,Tirupur,Avinashi,Sevur,"11°14'50""","77°14'30""",20-08-2001,603.6,0.05,,,131.0,15.0,191.0,58.0,,,0.12,8.6,1080.0,170.0,25.0,360.0,,105.0,0.0,93.69189
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",06-10-2001,,21.0,,,,,124.0,,,,,8.2,1130.0,,,,,,0.0,
63517,Tirupur,Dharapuram,Kulathupalayam,"10°45'35""","77°35'00""",12-10-2001,,0.85,,,,,53.0,,,,,8.2,540.0,,,,,,0.0,
63522,Tirupur,Dharapuram,Mulanur,"10°47'40""","77°42'25""",12-10-2001,,1.71,,,,,53.0,,,,,8.6,620.0,,,,,,0.0,
63542,Tirupur,Kangeyam,Vellakoil,"10°56'40""","77°42'55""",12-10-2001,,4.56,,,,,74.0,,,,,8.3,630.0,,,,,,0.0,
63502,Tirupur,Dharapuram,Dasarapatty,"10°40'50""","77°21'35""",13-10-2001,,4.991,,,,,64.0,,,,,8.4,940.0,,,,,,0.0,
63505,Tirupur,Dharapuram,Dalavaypattinam,"10°40'25""","77°29'00""",13-10-2001,,7.558,,,,,156.0,,,,,8.0,1180.0,,,,,,0.0,
63512,Tirupur,Dharapuram,Sadayapalayam,"10°48'15""","77°22'40""",13-10-2001,,4.278,,,,,71.0,,,,,8.4,920.0,,,,,,0.0,
63534,Tirupur,Dharapuram,Anaipudur,"10°52'30""","77°35'55""",13-10-2001,,6.8,,,,,35.0,,,,,8.7,860.0,,,,,,0.0,
63405,Tirupur,Tirupur,Vavipalayam,"10°52'20""","77°17'05""",16-10-2001,,44.0,,,,,347.0,,,,,8.53,1920.0,,,,,,0.0,
63811,Tirupur,Udumalaipettai,Udumalpet,"10°34'25""","77°14'25""",03-01-2002,,9.0,,,,,71.0,,,,,8.6,800.0,,,,,,0.0,
63816,Tirupur,Udumalaipettai,Perisanampatti,"10°30'00""","77°17'25""",03-01-2002,,3.0,,,,,35.0,,,,,8.2,690.0,,,,,,0.0,
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",07-01-2002,,28.0,,,,,131.0,,,,,8.4,1090.0,,,,,,0.0,
63405,Tirupur,Tirupur,Vavipalayam,"10°52'20""","77°17'05""",09-01-2002,,29.0,,,,,362.0,,,,,8.5,1970.0,,,,,,0.0,
63517,Tirupur,Dharapuram,Kulathupalayam,"10°45'35""","77°35'00""",17-01-2002,,6.0,,,,,369.0,,,,,8.1,1760.0,,,,,,0.0,
63522,Tirupur,Dharapuram,Mulanur,"10°47'40""","77°42'25""",17-01-2002,,153.0,,,,,425.0,,,,,8.3,2290.0,,,,,,0.0,
63534,Tirupur,Dharapuram,Anaipudur,"10°52'30""","77°35'55""",17-01-2002,,156.0,,,,,85.0,,,,,7.9,1150.0,,,,,,0.0,
63542,Tirupur,Kangeyam,Vellakoil,"10°56'40""","77°42'55""",17-01-2002,,34.0,,,,,18.0,,,,,8.1,520.0,,,,,,0.0,
63512,Tirupur,Dharapuram,Sadayapalayam,"10°48'15""","77°22'40""",18-01-2002,,154.0,,,,,440.0,,,,,8.1,2170.0,,,,,,0.0,
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",06-04-2002,,39.0,,,,,489.0,,,,,7.6,2740.0,,,,,,0.0,
63816,Tirupur,Udumalaipettai,Perisanampatti,"10°30'00""","77°17'25""",09-04-2002,,8.0,,,,,39.0,,,,,8.0,670.0,,,,,,0.0,
63811,Tirupur,Udumalaipettai,Udumalpet,"10°34'25""","77°14'25""",09-04-2002,,7.0,,,,,85.0,,,,,8.1,1030.0,,,,,,0.0,
63405,Tirupur,Tirupur,Vavipalayam,"10°52'20""","77°17'05""",10-04-2002,,13.0,,,,,117.0,,,,,8.0,870.0,,,,,,0.0,
63517,Tirupur,Dharapuram,Kulathupalayam,"10°45'35""","77°35'00""",12-04-2002,,10.0,,,,,89.0,,,,,7.9,1450.0,,,,,,0.0,
63522,Tirupur,Dharapuram,Mulanur,"10°47'40""","77°42'25""",12-04-2002,,7.0,,,,,92.0,,,,,8.3,980.0,,,,,,0.0,
63502,Tirupur,Dharapuram,Dasarapatty,"10°40'50""","77°21'35""",13-04-2002,,25.0,,,,,149.0,,,,,8.0,1220.0,,,,,,0.0,
63505,Tirupur,Dharapuram,Dalavaypattinam,"10°40'25""","77°29'00""",13-04-2002,,1.0,,,,,355.0,,,,,8.0,2170.0,,,,,,0.0,
63512,Tirupur,Dharapuram,Sadayapalayam,"10°48'15""","77°22'40""",13-04-2002,,3.0,,,,,752.0,,,,,7.5,4150.0,,,,,,0.0,
HP1CBE05,Tirupur,Palladam,Puliyampatti,"10°56'00""","77°13'15""",02-07-2002,979.0,41.0,52.0,51.03,202.0,18.0,199.0,144.0,0.0,262.3,0.64,8.2,1560.0,215.0,0.0,340.0,4.767183,130.0,0.0,54.77499
HP1E11,Tirupur,Avinahsi,Timmanaickanpalayam,"11°09'00""","77°25'30""",08-07-2002,3728.0,6.0,300.0,194.4,1449.0,92.0,1595.0,1.0,0.0,140.3,0.29,7.8,9490.0,115.0,0.0,1550.0,16.01732,750.0,0.0,65.41612
63801,Tirupur,Udumalaipettai,Ramachandrapuram,"10°43'30""","77°10'35""",10-07-2002,3109.0,10.0,400.0,170.1,437.0,27.0,1120.0,691.0,0.0,439.2,2.5,8.0,5390.0,360.0,0.0,1700.0,4.61299,1000.0,0.0,35.42503
63811,Tirupur,Udumalaipettai,Udumalpet,"10°34'25""","77°14'25""",10-07-2002,523.0,14.0,20.0,30.375,120.0,16.0,89.0,43.0,30.0,225.7,0.2,8.6,870.0,235.0,25.0,175.0,3.947087,50.0,1.201926,57.19273
63821,Tirupur,Madathukulam,Palappampatty,"10°34'38""","77°18'08""",10-07-2002,651.0,21.0,26.0,38.88,138.0,25.0,110.0,52.0,0.0,335.5,1.1,8.2,1110.0,275.0,0.0,225.0,4.003164,65.0,1.002402,53.88893
HP1CBE13,Tirupur,Udumalaipettai,Gudimangalam,"10°41'15""","77°17'05""",10-07-2002,624.0,28.0,28.0,53.46,92.0,40.0,99.0,35.0,30.0,244.0,0.52,8.4,1030.0,250.0,25.0,290.0,2.350645,70.0,0.0,36.98061
HP2CBE30,Tirupur,Madathukulam,Metrathi,"10°39'20""","77°20'20""",10-07-2002,580.0,17.0,22.0,66.825,74.0,21.0,113.0,43.0,60.0,207.4,0.66,8.3,1010.0,270.0,50.0,330.0,1.772334,55.0,0.0,31.09156
HP2E10,Tirupur,Kangeyam,Keeranur,"11°04'40""","77°33'00""",10-07-2002,493.0,15.0,22.0,38.88,90.0,22.0,96.0,24.0,4.048404,215.8518,0.86,8.3,860.0,220.0,35.0,215.0,2.67071,55.0,0.0,44.6143
HP2E12,Tirupur,Kangeyam,Rasathavalasu,"11°02'15""","77°42'50""",10-07-2002,506.0,2.0,36.0,63.18,46.0,27.0,74.0,38.0,0.0,427.0,1.2,8.0,960.0,350.0,0.0,350.0,1.069862,90.0,0.00357,20.65545
HP2E13,Tirupur,Kangeyam,Manur,"11°06'40""","77°28'00""",10-07-2002,1990.0,3.0,24.0,43.74,644.0,109.0,425.0,124.0,0.0,1213.9,2.3,8.1,3520.0,995.0,0.0,240.0,18.08763,60.0,15.10041,78.69266
63535,Tirupur,Kangeyam,Andipalayam,"10°52'00""","77°39'00""",10-07-2002,1084.0,6.0,52.0,51.03,138.0,180.0,355.0,101.0,0.0,359.9,0.54,8.0,1780.0,295.0,0.0,340.0,3.256788,130.0,0.0,34.49677
63537,Tirupur,Kangeyam,Muthunaickken Valasu,"10°54'10""","77°44'35""",10-07-2002,1078.0,21.0,44.0,80.19,212.0,18.0,326.0,211.0,30.0,128.1,0.89,8.3,1810.0,155.0,25.0,440.0,4.397551,110.0,0.0,49.9097
63808,Tirupur,Udumalaipettai,Devanampudur,"10°33'00""","77°05'35""",11-07-2002,1486.0,62.0,40.0,104.49,331.0,32.0,376.0,89.0,0.0,475.8,0.7,7.9,2540.0,390.0,0.0,530.0,6.255598,100.0,0.0,55.78213
63810,Tirupur,Udumalaipettai,Chinnapoolankinar,"10°35'20""","77°12'15""",11-07-2002,3921.0,74.0,80.0,145.8,472.0,841.0,964.0,840.0,12.0,475.8,0.65,8.4,5870.0,410.0,10.0,800.0,7.261031,200.0,0.0,35.3793
63812,Tirupur,Udumalaipettai,Pallapalayam,"10°31'15""","77°13'00""",11-07-2002,237.0,3.0,30.0,21.87,18.0,14.0,25.0,14.0,4.758543,160.0833,1.1,8.5,440.0,165.0,10.0,165.0,0.6098275,75.0,0.0,17.64283
63813,Tirupur,Udumalaipettai,Dhali,"10°30'30""","77°11'35""",11-07-2002,162.0,2.0,20.0,14.58,9.0,14.0,25.0,3.0,1.613559,108.3072,0.9,8.2,270.0,110.0,0.0,110.0,0.3734415,50.0,0.0,13.28212
63816,Tirupur,Udumalaipettai,Perisanampatti,"10°30'00""","77°17'25""",11-07-2002,348.0,8.0,16.0,46.17,35.0,20.0,43.0,22.0,6.201909,208.64,0.44,8.5,600.0,215.0,10.0,230.0,1.004101,40.0,0.0,22.95681
HP2CBE29,Tirupur,Udumalaipettai,Somavarampatty,"10°41'00""","77°12'30""",11-07-2002,1021.0,11.0,36.0,77.76,191.0,29.0,301.0,216.0,30.0,183.0,0.42,8.3,1730.0,200.0,25.0,410.0,4.104228,90.0,0.0,48.17641
HP2CBE31,Tirupur,Madathukulam,Kallapuram,"10°26'30""","77°18'25""",11-07-2002,266.0,3.0,46.4,24.3,5.0,1.0,18.0,13.0,0.9845866,208.9904,0.36,7.7,540.0,210.0,0.0,216.0,0.1480642,116.0,0.0,4.771296
HP2E09,Tirupur,Kankayam,Kambliyampatti,"10°53'50""","77°36'30""",11-07-2002,1046.0,6.0,60.0,60.75,230.0,31.0,340.0,96.0,0.0,402.6,0.56,7.7,1820.0,330.0,0.0,400.0,5.00432,150.0,0.0,53.24173
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,"11°02'45""","77°36'15""",11-07-2002,2139.0,32.0,168.0,174.96,276.0,18.0,638.0,634.0,0.0,176.9,0.62,7.8,3570.0,145.0,0.0,1140.0,3.557144,420.0,0.0,34.06074
63416,Tirupur,Tirupur,Thutheripalayam,"10°56'10""","77°20'20""",12-07-2002,84.0,1.0,16.0,4.86,6.0,3.0,14.0,5.0,0.0702185,14.90472,0.38,7.7,130.0,15.0,0.0,60.0,0.3371553,40.0,0.0,16.98995
HP1CBE04,Tirupur,Palladam,Pulliappampalayam,"10°56'00""","77°16'30""",12-07-2002,631.0,26.0,20.0,95.985,41.0,11.0,170.0,93.0,0.0,164.7,0.62,8.0,1140.0,135.0,0.0,445.0,0.8455798,50.0,0.0,16.27008
HP1CBE08,Tirupur,Tirupur,Vadamalai vellarasipalaya,"10°53'30""","77°21'00""",12-07-2002,5742.0,22.0,140.0,400.95,1035.0,39.0,1170.0,2448.0,0.0,579.5,0.75,7.7,9200.0,475.0,0.0,2000.0,10.0693,350.0,0.0,52.35039
HP2CBE12,Tirupur,Palladam,Samalapuram,"11°14'00""","77°12'00""",12-07-2002,136.0,0.05,20.0,9.72,12.0,5.0,21.0,31.0,1.727475,58.11441,0.59,8.5,250.0,60.0,10.0,90.0,0.5505206,50.0,0.0,21.32414
HP2E27,Tirupur,Dharapuram,Thoorampadi,"10°51'05""","77°40'30""",15-07-2002,1061.0,6.0,80.0,48.6,115.0,174.0,298.0,144.0,0.0,347.7,0.45,7.9,1760.0,285.0,0.0,400.0,2.502425,200.0,0.0,28.67565
HP2E28,Tirupur,Dharapuram,Orathupalayam,"10°51'55""","77°46'00""",15-07-2002,266.0,3.0,24.0,25.515,21.0,29.0,18.0,19.0,3.496098,186.4041,1.1,8.3,490.0,190.0,10.0,165.0,0.7114107,60.0,0.0,18.44434
HP2E29,Tirupur,Dharapuram,Velampoondi,"10°48'40""","77°53'00""",15-07-2002,1985.0,7.0,224.0,150.66,230.0,16.0,638.0,576.0,0.0,237.9,0.59,7.7,3420.0,195.0,0.0,1180.0,2.913873,560.0,0.0,29.43358
63525,Tirupur,Dharapuram,Kannivadi,"10°48'40""","77°47'00""",15-07-2002,1050.0,5.0,56.0,60.75,90.0,219.0,333.0,125.0,0.0,286.7,0.43,8.2,1710.0,235.0,0.0,390.0,1.983132,140.0,0.0,22.61609
63526,Tirupur,Dharapuram,Nanjaikalipalayam,"10°50'00""","77°50'00""",15-07-2002,1514.0,12.0,76.0,111.78,288.0,43.0,610.0,149.0,0.0,366.0,1.1,8.0,2690.0,300.0,0.0,650.0,4.91533,190.0,0.0,47.06327
63527,Tirupur,Dharapuram,Malamedu,"10°47'25""","77°52'15""",15-07-2002,1599.0,13.0,136.0,111.78,288.0,39.0,617.0,72.0,18.0,518.5,1.1,8.3,2920.0,455.0,15.0,800.0,4.431116,340.0,0.0,42.45103
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",16-07-2002,431.0,8.0,12.0,51.03,60.0,27.0,64.0,20.0,2.467337,262.4827,0.2,8.0,730.0,265.0,0.0,240.0,1.685004,30.0,0.0,32.2267
63417,Tirupur,Tirupur,Pongalur,"10°58'30""","77°21'50""",16-07-2002,314.0,2.0,32.0,29.16,37.0,11.0,43.0,34.0,0.4593147,194.5281,0.6,7.4,550.0,195.0,0.0,200.0,1.138526,80.0,0.0,27.33732
HP2CBE03,Tirupur,Avinashi,Alathur,"11°17'30""","77°10'00""",16-07-2002,436.0,0.05,14.0,66.825,44.0,23.0,74.0,28.0,2.839836,302.1102,0.6,8.0,850.0,305.0,0.0,310.0,1.087233,35.0,0.0,21.99953
HP2CBE04,Tirupur,Avinashi,Thathanur,"11°18'20""","77°16'40""",16-07-2002,1473.0,27.0,6.0,159.165,294.0,26.0,532.0,77.0,0.0,506.3,0.69,7.9,2720.0,415.0,0.0,670.0,4.941145,15.0,0.0,47.62859
HP2CBE19,Tirupur,Tirupur,Veerapandi,"11°04'45""","77°21'00""",16-07-2002,926.0,46.0,32.0,97.2,138.0,22.0,170.0,41.0,6.0,433.1,0.68,8.3,1540.0,365.0,5.0,480.0,2.740496,80.0,0.0,37.14365
HP2CBE20,Tirupur,Tirupur,Neruperichal,"11°09'00""","77°23'15""",16-07-2002,96.0,1.0,20.0,2.43,9.0,5.0,21.0,7.0,0.5255616,44.41149,0.7,8.1,150.0,45.0,0.0,60.0,0.5058044,50.0,0.0,22.79449
HP2CBE32,Tirupur,Madathukulam,Madathukulam,"10°33'30""","77°22'00""",16-07-2002,769.0,8.0,86.0,78.975,83.0,17.0,149.0,82.0,0.0,475.8,0.64,7.6,1480.0,390.0,0.0,540.0,1.554307,215.0,0.0,24.33535
HP2E26,Tirupur,Dharapuram,Ponnivadi,"10°42'00""","77°38'45""",16-07-2002,317.0,3.0,40.0,32.805,16.0,25.0,28.0,24.0,3.301679,221.6191,1.2,8.2,600.0,225.0,0.0,235.0,0.4542049,100.0,0.0,11.53967
63506,Tirupur,Dharapuram,Dharapuram,"10°45'55""","77°31'30""",16-07-2002,444.0,2.0,68.0,20.655,39.0,21.0,25.0,173.0,4.181197,140.6607,1.3,8.5,730.0,145.0,20.0,255.0,1.063038,170.0,0.0,23.15368
