Village,Year,Latitude,Longtitude,pH,EC,NO3,As,F
Gudimangalam,2026,10.7583,77.2708,7.267158944887569,1728.744575263908,338.9087565487482,0.0010104653341507174,0.9479374094667947
Gudimangalam,2027,10.7583,77.2708,7.26931055699114,1682.6112941847775,344.43365948700176,0.0010043207255995418,0.9860979373995454
Gudimangalam,2028,10.7583,77.2708,7.304204203915283,1771.1125400426156,335.08053542405867,0.001104600657242881,0.9796914683465345
Gudimangalam,2029,10.7583,77.2708,7.331024395280209,1748.106567865661,329.9299791279269,0.0010613063210663238,0.9867610806494052
Gudimangalam,2030,10.7583,77.2708,7.318624653573725,1719.9849600130794,332.15199665515684,0.0010621579410570628,0.9738735172915525
Gudimangalam,2031,10.7583,77.2708,7.308112448852095,1686.0274758671553,336.85521587325786,0.0010473307406307028,0.9632544850634255
Gudimangalam,2032,10.7583,77.2708,7.318019961942913,1714.3308606032315,341.2184341783013,0.0010226382980056327,0.9602955096392481
Gudimangalam,2033,10.7583,77.2708,7.319054517128044,1723.4903554900134,339.7637882848849,0.0010253977201724023,0.9562273841965936
Gudimangalam,2034,10.7583,77.2708,7.317976843321034,1725.4948967307205,339.682653679881,0.0010230411674753527,0.9512413599641636
Gudimangalam,2035,10.7583,77.2708,7.319631241823328,1731.3084566867478,339.13669428022905,0.001021187348015905,0.9452845348928105
Gudimangalam,2036,10.7583,77.2708,7.325609560056015,1742.0022450840506,338.24981613301895,0.0010200464372640717,0.9405732007242845
Gudimangalam,2037,10.7583,77.2708,7.332490291124667,1754.082355197385,337.0403202244602,0.0010208270519178149,0.9382589819889594
Gudimangalam,2038,10.7583,77.2708,7.337057340882611,1760.674139377279,336.2344597101313,0.0010226115368174283,0.9402647502978745
Gudimangalam,2039,10.7583,77.2708,7.338406961321167,1763.3230050879897,335.97977821679945,0.0010270537575411062,0.9452934052310112
Gudimangalam,2040,10.7583,77.2708,7.336735416580158,1761.6475488219853,336.26893458534954,0.00103320752956069,0.9514486854308236
Gudimangalam,2041,10.7583,77.2708,7.332834375699817,1757.152641190565,336.9776996122001,0.0010390922213014426,0.9559200602849471
Gudimangalam,2042,10.7583,77.2708,7.3278018077387586,1750.5813638310271,337.77417265438226,0.0010426364588463958,0.9566362636367388
Gudimangalam,2043,10.7583,77.2708,7.324012958805388,1745.7960617740573,338.37533220649425,0.0010428661681207668,0.9529996030859209
Gudimangalam,2044,10.7583,77.2708,7.3232438043811285,1745.8923903389768,338.4691832935857,0.0010403642500737417,0.946244757620764
Gudimangalam,2045,10.7583,77.2708,7.326053600788683,1751.7859647406335,337.9657672279227,0.0010366043740115212,0.9388108083901784
Gudimangalam,2046,10.7583,77.2708,7.331488703757406,1761.8420558892394,337.0108966138059,0.0010335904207657179,0.933393581313615
Gudimangalam,2047,10.7583,77.2708,7.337610337450832,1772.823235960238,335.9301818533701,0.0010330674633060816,0.9319119572409149
Gudimangalam,2048,10.7583,77.2708,7.342275543677284,1781.3109153733553,335.08304258114293,0.0010358728801667858,0.9347603710659983
Gudimangalam,2049,10.7583,77.2708,7.343920362535204,1784.8727487881574,334.741405879481,0.0010414832493042267,0.9406793429506232
Gudimangalam,2050,10.7583,77.2708,7.342145624888673,1783.0452466386569,334.99425471000825,0.0010482202651372508,0.9472488334035437
Kangeyam,2025,11.0028,77.5625,7.4183335652578295,1944.7887569675263,194.96886177588303,0.0009462369792608508,0.7010857131264522
Kangeyam,2026,11.0028,77.5625,7.435050461218644,2001.5543397693586,196.08249221733817,0.0010065809085431953,0.7079870374997543
Kangeyam,2027,11.0028,77.5625,7.437692717833756,2033.2757020522363,193.87217019508682,0.000981986807972034,0.6789305065170005
Kangeyam,2028,11.0028,77.5625,7.437848814512188,2056.460106666705,188.99162174597225,0.0010299296084458462,0.6840738280076595
Kangeyam,2029,11.0028,77.5625,7.446189834332767,2040.917711761899,189.11365582890605,0.0010162063297077446,0.6733140003540745
Kangeyam,2030,11.0028,77.5625,7.4367975548557865,2039.9733850785624,190.308235894609,0.0010386898225092339,0.6678241104997414
Kangeyam,2031,11.0028,77.5625,7.427440567328853,2056.80254895943,190.8598106056054,0.0010658379249871622,0.666443165532121
Kangeyam,2032,11.0028,77.5625,7.416661148519176,2084.3128259915893,189.14687239661168,0.001104654371377978,0.6786175644964318
Kangeyam,2033,11.0028,77.5625,7.4430778165369045,2100.5691809743003,184.5967495706103,0.0010725570897977459,0.6973925166319572
Kangeyam,2034,11.0028,77.5625,7.443372794994039,2101.853288114924,184.57564886771797,0.0010700383141395446,0.6910127070953614
Kangeyam,2035,11.0028,77.5625,7.445990324672522,2108.9754104997437,184.22707023095236,0.001068199053060225,0.6834543690160109
Kangeyam,2036,11.0028,77.5625,7.450549492578067,2117.546580668715,183.30700918137944,0.0010653318415608137,0.6775127771231186
Kangeyam,2037,11.0028,77.5625,7.456600445635051,2128.276316308608,182.15514212371414,0.0010647989172777343,0.6757683860294104
Kangeyam,2038,11.0028,77.5625,7.460992448275008,2136.068680572213,181.36829285812337,0.0010666794536932846,0.6780728390833883
Kangeyam,2039,11.0028,77.5625,7.462308306670751,2141.29361078563,180.96554864007854,0.001073374686183079,0.6842297964203723
Kangeyam,2040,11.0028,77.5625,7.460473020250664,2141.7032663386653,181.0978999238012,0.0010815830951306723,0.6913964609518991
Kangeyam,2041,11.0028,77.5625,7.45642151720123,2137.9353516797264,181.66031474678766,0.0010887238477840203,0.6966882086048203
Kangeyam,2042,11.0028,77.5625,7.451979509629224,2131.6907076686384,182.41574885313713,0.0010924995772174035,0.6975742412714658
Kangeyam,2043,11.0028,77.5625,7.448208852149813,2126.6661541958542,183.02020808302552,0.0010927872299687914,0.6937547216350364
Kangeyam,2044,11.0028,77.5625,7.4473514817135715,2126.4394455227816,183.10069803826926,0.0010902845963934936,0.6869678940969646
Kangeyam,2045,11.0028,77.5625,7.450074690828657,2132.245010838389,182.58313901555428,0.0010863940071522034,0.6796390124066143
Kangeyam,2046,11.0028,77.5625,7.455504404983298,2142.534393369266,181.61183632807365,0.0010832583403136745,0.6743939797815328
Kangeyam,2047,11.0028,77.5625,7.461663186597272,2153.8830008724935,180.5145533195337,0.0010827038185624992,0.6730655521495847
Kangeyam,2048,11.0028,77.5625,7.466388969134208,2162.7731405650925,179.65949981413308,0.0010855310628531518,0.6760306789171642
Kangeyam,2049,11.0028,77.5625,7.468086765071162,2166.6099383751903,179.32193809695355,0.0010911503222354427,0.6820001033254884
Kangeyam,2050,11.0028,77.5625,7.466313519701245,2164.7662274655345,179.57935197099846,0.0010979489267809314,0.688547850580787
Kundadam,2025,10.8917,77.5292,7.936757334350716,1851.637913649007,85.60981881432033,0.0019756498014081095,0.7971246118540011
Kundadam,2026,10.8917,77.5292,7.940741933065992,1916.9441367454478,76.59397944006827,0.002004149279275195,0.7963977108126545
Kundadam,2027,10.8917,77.5292,7.9322656835900505,1952.8240402379122,71.45310974462488,0.0020125047875450435,0.8179411142651608
Kundadam,2028,10.8917,77.5292,7.9606766231802375,1968.911118168948,65.61753534768509,0.00197231276406231,0.8424726946024717
Kundadam,2029,10.8917,77.5292,7.968747635130369,1983.5706571027201,61.050681416667786,0.0019932595023062737,0.8566243473342825
Kundadam,2030,10.8917,77.5292,7.968628115715998,1991.8775258221724,58.85389345098777,0.0020230495966801184,0.8657163155774864
Kundadam,2031,10.8917,77.5292,7.964470401828733,2010.907199185666,56.97176715510801,0.0020566861344949814,0.8857539291495735
Kundadam,2032,10.8917,77.5292,7.961443956539382,2021.6903276695148,56.382483437972894,0.002078774074298242,0.8978290895605024
Kundadam,2033,10.8917,77.5292,7.959576753560228,2016.6546793714551,57.984278179388724,0.002079598199623101,0.8891412670023341
Kundadam,2034,10.8917,77.5292,7.958090474624752,2016.9294118320208,58.20144291929364,0.002076793251390148,0.8809045276810797
Kundadam,2035,10.8917,77.5292,7.960896100542032,2026.269287667762,57.537024144781114,0.0020740527311325,0.8739102011580537
Kundadam,2036,10.8917,77.5292,7.966616141775312,2039.2224154864964,56.388276533714546,0.0020714623583505867,0.8697594527652593
Kundadam,2037,10.8917,77.5292,7.973592547868336,2052.3743934140166,55.09658966761518,0.0020712683322148843,0.8689816920630425
Kundadam,2038,10.8917,77.5292,7.978691709372253,2063.1735682531826,54.02150303318416,0.002075534779119933,0.8726990730212391
Kundadam,2039,10.8917,77.5292,7.980538535343476,2068.5960631396874,53.51833452735275,0.002082380281307772,0.8794995826202394
Kundadam,2040,10.8917,77.5292,7.978817510679622,2068.1241552733973,53.66398735163173,0.0020901409068287777,0.8869680295575391
Kundadam,2041,10.8917,77.5292,7.974443479146698,2062.6728139250317,54.33512568728274,0.002096434428407525,0.8918363458532966
Kundadam,2042,10.8917,77.5292,7.96929006261159,2055.576857999921,55.18186913675457,0.00209968390610101,0.8923243658989665
Kundadam,2043,10.8917,77.5292,7.965482640977629,2050.7616108986135,55.78783894246189,0.002099862365308209,0.8885754516418474
Kundadam,2044,10.8917,77.5292,7.964759219778477,2051.0579777612625,55.87007432358922,0.002097392240457247,0.8818350734932019
Kundadam,2045,10.8917,77.5292,7.967578121798347,2057.118017581748,55.3455456980041,0.002093725535327359,0.8744941376458086
Kundadam,2046,10.8917,77.5292,7.9730442935245724,2067.390612407667,54.367777090599816,0.0020908717860824216,0.8691784802972263
Kundadam,2047,10.8917,77.5292,7.979223119729039,2078.65907366077,53.266720217782606,0.0020905475066693435,0.8677751438962278
Kundadam,2048,10.8917,77.5292,7.983928125559971,2087.3302978531265,52.41010199050825,0.0020934653308862148,0.8706648672567502
Kundadam,2049,10.8917,77.5292,7.985565233738139,2090.95045543084,52.06444383862261,0.002099074549333005,0.8766280011765848
Kundadam,2050,10.8917,77.5292,7.983738707302915,2089.060385548305,52.31131149865429,0.00210576089062195,0.8832475102313873
Madathukulam,2025,10.6083,77.3833,7.623170666113057,1505.1384277744523,11.881659445889241,0.001031354274986972,0.43497172934281086
Madathukulam,2026,10.6083,77.3833,7.611311736418169,1499.2097605394895,7.701037696246914,0.001040822632678167,0.44251392799791656
Madathukulam,2027,10.6083,77.3833,7.63704782937656,1514.7070281598062,5.8386588853147146,0.0010205301031703357,0.440659618547011
Madathukulam,2028,10.6083,77.3833,7.6768139938246645,1548.8791820705883,7.0872368607403615,0.0010099323252061624,0.42397115056728224
Madathukulam,2029,10.6083,77.3833,7.678780587470165,1562.6915807561486,6.769851371046002,0.0010016055570217046,0.42295643164259783
Madathukulam,2030,10.6083,77.3833,7.6714479475018145,1567.1840203234008,7.481513332512563,0.0009954278228266043,0.42808393648270315
Madathukulam,2031,10.6083,77.3833,7.658930498611665,1571.1200252392348,8.227398029383977,0.0009909844186562567,0.43369386869082216
Madathukulam,2032,10.6083,77.3833,7.666510438711231,1581.1871589210537,7.533353439886696,0.0009929329816458284,0.4398602307728663
Madathukulam,2033,10.6083,77.3833,7.663788218093324,1582.3809878712714,7.081637004029048,0.0010093977194213129,0.4417441877008643
Madathukulam,2034,10.6083,77.3833,7.661986010568617,1582.1897710244784,7.135388839318196,0.0010081205676654788,0.4354253307407083
Madathukulam,2035,10.6083,77.3833,7.664145178009548,1587.1129368132383,6.618927708594754,0.001004943637200267,0.4281379310178861
Madathukulam,2036,10.6083,77.3833,7.670423104691691,1597.9188889610114,5.714836268485669,0.0010014850278154642,0.42178323674778606
Madathukulam,2037,10.6083,77.3833,7.677235446039098,1609.8499495668661,4.702438131855615,0.001000167657278731,0.419510992134041
Madathukulam,2038,10.6083,77.3833,7.6818415107024896,1619.0324722991909,3.8479370722670296,0.0010027706117262073,0.4224217492238359
Madathukulam,2039,10.6083,77.3833,7.683458151067537,1623.4538279706244,3.4822324687288244,0.001008473359557631,0.42867387271105606
Madathukulam,2040,10.6083,77.3833,7.681728673888781,1622.3746687873108,3.6891630882250865,0.0010157010574669899,0.4355740022837582
Madathukulam,2041,10.6083,77.3833,7.677614182029619,1617.0319886463653,4.343766867849098,0.001022206440923196,0.4403004536177071
Madathukulam,2042,10.6083,77.3833,7.672435794307763,1609.9060705421252,5.166018422398906,0.0010259927094830282,0.4409737182462763
Madathukulam,2043,10.6083,77.3833,7.668575202430143,1604.7732387479214,5.773159378326113,0.0010262328359027587,0.43716612310046554
Madathukulam,2044,10.6083,77.3833,7.667754156904396,1604.667708380376,5.854279688915085,0.0010236729859285942,0.43035689189554494
Madathukulam,2045,10.6083,77.3833,7.670540753110087,1610.621547839126,5.331830266217679,0.0010197926146771222,0.4230075701630056
Madathukulam,2046,10.6083,77.3833,7.675997032546337,1620.9623201321701,4.356513042208832,0.0010166786674706723,0.4177773344146674
Madathukulam,2047,10.6083,77.3833,7.682183246730405,1632.346890943963,3.258708222648835,0.0010161334603216853,0.4164647563484334
Madathukulam,2048,10.6083,77.3833,7.686927963451619,1641.1757034240113,2.4109889518719,0.0010189075631631636,0.4193984303976271
Madathukulam,2049,10.6083,77.3833,7.688626535561267,1644.9252190387472,2.080189071845524,0.001024466682353448,0.4253336126059344
Madathukulam,2050,10.6083,77.3833,7.686834418891348,1642.9827731101768,2.340769468633056,0.0010312351757753948,0.4318640551745768
Moolanur,2025,10.7917,77.7083,7.348942343627551,2092.9998451199262,23.923676952346767,0.0010287347684163452,0.9275419135526651
Moolanur,2026,10.7917,77.7083,7.340893138906974,2046.510630003988,23.318751758017996,0.0009439140375911962,0.9083396424425294
Moolanur,2027,10.7917,77.7083,7.339226262856735,2145.367249083861,21.32559346341658,0.000982274139984935,0.8775413477816548
Moolanur,2028,10.7917,77.7083,7.343520470648216,2201.4716507489875,18.345553353747462,0.0010104841029071798,0.8908809696205007
Moolanur,2029,10.7917,77.7083,7.346619539694989,2177.9443376608583,18.42550348519366,0.000994240772181739,0.8951408219234332
Moolanur,2030,10.7917,77.7083,7.360028220841203,2179.4993304435284,15.270260376019195,0.001033756875139418,0.9013663389869403
Moolanur,2031,10.7917,77.7083,7.3658455839342984,2207.165323757094,3.5296072541111982,0.001022757268164978,0.964728316528867
Moolanur,2032,10.7917,77.7083,7.358118966174632,2196.115266571176,2.114270382923081,0.0010181066566166384,0.9664340200921053
Moolanur,2033,10.7917,77.7083,7.356111946409392,2236.7068840663364,-2.346684936445712,0.0010230626948394457,1.002929629932964
Moolanur,2034,10.7917,77.7083,7.355394770647182,2236.4575868692395,-2.2052700561347365,0.001020650287915672,0.9938006119893816
Moolanur,2035,10.7917,77.7083,7.356963407855397,2239.7169836140374,-2.62178133166438,0.0010171078183713593,0.9852254838491383
Moolanur,2036,10.7917,77.7083,7.360975963627741,2249.826656158614,-3.4235520434324087,0.0010132175226980553,0.9779761810430077
Moolanur,2037,10.7917,77.7083,7.367376548564655,2264.3519157067326,-4.710135470033094,0.0010139100961933736,0.9773968815244762
Moolanur,2038,10.7917,77.7083,7.372200211412344,2273.9622906956315,-5.739069872387148,0.0010163967537034965,0.9804926128803343
Moolanur,2039,10.7917,77.7083,7.374809772350046,2281.916162544147,-6.459917820924318,0.001023391649955045,0.9877148162297706
Moolanur,2040,10.7917,77.7083,7.374005718443487,2285.378081097648,-6.6531590276972,0.0010312460380798474,0.9964300184003941
Moolanur,2041,10.7917,77.7083,7.369834763702786,2280.9145489862403,-6.080077112923902,0.0010380118982721016,1.001772828332707
Moolanur,2042,10.7917,77.7083,7.364792385688361,2275.24429566251,-5.334749439591519,0.0010423075187184045,1.0033407974163473
Moolanur,2043,10.7917,77.7083,7.360899280666328,2270.004949809515,-4.724062994394927,0.0010425498473975235,0.9994360969066205
Moolanur,2044,10.7917,77.7083,7.359975329333175,2269.6404779767195,-4.638053932907468,0.001040048446814936,0.9925620943578308
Moolanur,2045,10.7917,77.7083,7.362673467748369,2275.5546429199458,-5.156495987415724,0.0010361910337173172,0.9852045948477436
Moolanur,2046,10.7917,77.7083,7.368153701068788,2286.2348226567756,-6.150575496507685,0.0010332052544777127,0.9800781662415673
Moolanur,2047,10.7917,77.7083,7.374361258313585,2297.860113557306,-7.27597314002989,0.0010327727897347183,0.9788522075640433
Moolanur,2048,10.7917,77.7083,7.379145283037167,2306.9784194187096,-8.155588370823864,0.0010357091018189221,0.9819163739383733
Moolanur,2049,10.7917,77.7083,7.380871835113279,2310.921925106598,-8.504015883451615,0.0010413872037360562,0.9879459286857843
Moolanur,2050,10.7917,77.7083,7.379099707964834,2309.078684518268,-8.24362539224066,0.0010481720891744885,0.9944961761039834
Palladam,2025,10.9958,77.2778,7.405471395457819,1258.8421923887431,128.64272392597294,0.00031263804789463255,0.6071766147356201
Palladam,2026,10.9958,77.2778,7.416035001989741,1281.0782243488281,121.68040151418217,0.00031159543262145517,0.599840468484268
Palladam,2027,10.9958,77.2778,7.424287920771569,1276.8753502386726,123.04505520829018,0.00027147570317320247,0.6178728841644263
Palladam,2028,10.9958,77.2778,7.449131316916597,1303.07582586478,121.5947970689982,0.0002645460681729655,0.6195594444735834
Palladam,2029,10.9958,77.2778,7.450942241075636,1301.406331748393,123.55947440369441,0.00025821200281381023,0.6143653382879735
Palladam,2030,10.9958,77.2778,7.447658302128769,1305.0512998786721,123.60238836056158,0.00025867370548558635,0.6176484808617411
Palladam,2031,10.9958,77.2778,7.4425291730036,1285.1609750351147,123.62214218084694,0.00025988846583880796,0.6182115642175281
Palladam,2032,10.9958,77.2778,7.434070107232223,1264.0189622511134,125.59161414744696,0.0002561327926828541,0.6120954560290766
Palladam,2033,10.9958,77.2778,7.431458318318432,1257.015478171615,127.41077333012424,0.000263703238775442,0.6040144329977888
Palladam,2034,10.9958,77.2778,7.431066089881825,1259.9802422197718,127.43957083212827,0.00026228602969322013,0.5972185679670117
Palladam,2035,10.9958,77.2778,7.4340684304160645,1266.5604129099588,126.78265730251314,0.0002585759250063617,0.5903287956100045
Palladam,2036,10.9958,77.2778,7.439683454679027,1276.5134896410736,125.84620151672137,0.00025522118441585447,0.5855760255594122
Palladam,2037,10.9958,77.2778,7.446256222947667,1287.8996543735348,124.80241827391802,0.00025470235394470795,0.5839414957558353
Palladam,2038,10.9958,77.2778,7.451019367310745,1296.063866976372,124.04163168406072,0.00025703355577317275,0.586213527997185
Palladam,2039,10.9958,77.2778,7.4526090155448514,1299.0325422915473,123.76159558352073,0.00026204677985162863,0.5917515612614492
Palladam,2040,10.9958,77.2778,7.45069659069054,1296.1981438222892,124.07588052919361,0.0002681478970905936,0.5978498784500261
Palladam,2041,10.9958,77.2778,7.446238099018275,1289.6353454913883,124.82500837980199,0.0002735990209542269,0.6019776055395984
Palladam,2042,10.9958,77.2778,7.441082841650784,1282.3399993917797,125.67899746769356,0.000276936000727002,0.6023688903700883
Palladam,2043,10.9958,77.2778,7.437301505492924,1277.4379212552437,126.27785834114228,0.00027713053383371215,0.5985759082855919
Palladam,2044,10.9958,77.2778,7.436535751183442,1277.5100996426022,126.35331727529132,0.00027454208147573275,0.591823002861614
Palladam,2045,10.9958,77.2778,7.439309471033086,1283.457442056142,125.82929578373245,0.000270696667498523,0.584544213570489
Palladam,2046,10.9958,77.2778,7.4447441450962195,1293.6927598121347,124.85993695052683,0.00026763980827701646,0.5793171123104852
Palladam,2047,10.9958,77.2778,7.450917841889927,1304.9345540747086,123.77311681869215,0.000267103350783285,0.5779417401281493
Palladam,2048,10.9958,77.2778,7.455658526657392,1313.6434758157175,122.93422732477863,0.00026983521298921866,0.5808032818932283
Palladam,2049,10.9958,77.2778,7.457354006499599,1317.282635944393,122.60999339832003,0.00027531467129834257,0.5866851142999137
Palladam,2050,10.9958,77.2778,7.455555374039161,1315.2460155079748,122.87478632535306,0.0002819856505320231,0.593188954363467
Pongalur,2025,11.0833,77.4458,7.416770936133145,2668.540654067326,262.79317694247715,5.375406954249008e-05,0.8422313871711912
Pongalur,2026,11.0833,77.4458,7.4359818748426845,2746.0201717547648,261.23957365376344,5.7748757942429024e-05,0.8614621728741927
Pongalur,2027,11.0833,77.4458,7.443046423670882,2751.123378536564,262.70125244397434,5.0310715986958874e-05,0.8419801812429835
Pongalur,2028,11.0833,77.4458,7.452226917935412,2795.184962653216,262.9740832276133,6.507044328459227e-05,0.8504100588141515
Pongalur,2029,11.0833,77.4458,7.4490056791255315,2788.8134556781,262.3137316156277,7.636869198753861e-05,0.8500832041704168
Pongalur,2030,11.0833,77.4458,7.453721452233608,2766.110104562289,261.6367368949452,8.468158206095236e-05,0.8616328842158696
Pongalur,2031,11.0833,77.4458,7.451385712145966,2756.811099078007,259.0225952257023,8.136345480846301e-05,0.8870484583027772
Pongalur,2032,11.0833,77.4458,7.44960857567947,2722.0210805844863,261.83376660809876,8.593172172441832e-05,0.8717587600539717
Pongalur,2033,11.0833,77.4458,7.439146885043213,2713.592502473321,262.3033157751215,9.250602621459951e-05,0.8660682604867919
Pongalur,2034,11.0833,77.4458,7.438798214078371,2714.9785467894603,262.29692756646136,8.949690349164207e-05,0.8584358547477458
Pongalur,2035,11.0833,77.4458,7.4422715574255385,2724.253768808495,261.7077500982381,8.589107166650373e-05,0.852029411486446
Pongalur,2036,11.0833,77.4458,7.447656831959776,2734.2459458554204,260.77859835097837,8.205254741854386e-05,0.8462860191261189
Pongalur,2037,11.0833,77.4458,7.454082977663973,2747.2202682380275,259.62460924715947,8.24538200990218e-05,0.8454050418936597
